dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_pil,edad_pil,mayor_menor,estado_pil,tipo_vehi,marca_vehi,causa_acc,year
1,Enero,Sabado,19,San Marcos,Ignorado,Hombre,22,Mayor,Normal,Pick up,Sym,Colisión,2011
1,Enero,Sabado,23,San Marcos,Ignorado,Hombre,52,Mayor,Normal,Pick up,Sym,Colisión,2011
1,Enero,Sabado,17,Baja Verapaz,Ignorado,Hombre,23,Mayor,Ebrio,Pick up,Sym,Empotro,2011
1,Enero,Sabado,3,El Progreso,Ignorado,Hombre,40,Mayor,Ebrio,Automovil,Sym,Empotro,2011
1,Enero,Sabado,19,Peten,Ignorado,Hombre,57,Mayor,Ebrio,Pick up,Sym,Empotro,2011
1,Enero,Sabado,21,Solola,Ignorado,Hombre,33,Mayor,Ebrio,Pick up,Sym,Colisión,2011
1,Enero,Sabado,17,Chimaltenango,Ignorado,Hombre,38,Mayor,Ebrio,Automovil,Sym,Colisión,2011
1,Enero,Sabado,5,Guatemala,6,Hombre,Ignorado,Mayor,Ignorado,Pick up,Sym,Empotro,2011
2,Enero,Domingo,16,Quetzaltenango,2,Hombre,44,Mayor,Normal,Camioneta,Sym,Colisión,2011
2,Enero,Domingo,17,San Marcos,Ignorado,Hombre,26,Mayor,Normal,Pick up,Sym,Colisión,2011
3,Enero,Lunes,17,Chiquimula,Ignorado,Hombre,46,Mayor,Ebrio,Pick up,Sym,Empotro,2011
3,Enero,Lunes,15,Zacapa,Ignorado,Hombre,48,Mayor,Ebrio,Pick up,Sym,Colisión,2011
3,Enero,Lunes,0,Solola,Ignorado,Hombre,30,Mayor,Ebrio,Automovil,Sym,Colisión,2011
4,Enero,Martes,20,Suchitepequez,Ignorado,Hombre,55,Mayor,Normal,Pick up,Sym,Colisión,2011
4,Enero,Martes,16,Alta Verpaz,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Caida,2011
5,Enero,Miercoles,22,Quetzaltenango,4,Hombre,28,Mayor,Ebrio,Automovil,Sym,Colisión,2011
6,Enero,Jueves,11,Suchitepequez,Ignorado,Hombre,49,Mayor,Ignorado,Pick up,Sym,Colisión,2011
6,Enero,Jueves,19,San Marcos,Ignorado,Hombre,25,Mayor,Ignorado,Pick up,Sym,Colisión,2011
7,Enero,Viernes,14,Zacapa,Ignorado,Hombre,78,Mayor,Ignorado,Automovil,Sym,Colisión,2011
8,Enero,Sabado,16,Jalapa,Ignorado,Mujer,36,Mayor,Ignorado,Automovil,Sym,Caida,2011
8,Enero,Sabado,4,San Marcos,Ignorado,Hombre,32,Mayor,Ignorado,Camioneta,Sym,Caida,2011
9,Enero,Domingo,1,Guatemala,Ignorado,Mujer,28,Mayor,Ebrio,Automovil,Sym,Colisión,2011
9,Enero,Domingo,23,Jutiapa,Ignorado,Hombre,18,Mayor,Ebrio,Pick up,Sym,Empotro,2011
9,Enero,Domingo,0,El Progreso,Ignorado,Hombre,30,Mayor,Normal,Pick up,Sym,Colisión,2011
9,Enero,Domingo,1,Peten,Ignorado,Hombre,31,Mayor,Ebrio,Automovil,Sym,Colisión,2011
9,Enero,Domingo,14,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
10,Enero,Lunes,14,Quiche,Ignorado,Hombre,35,Mayor,Ebrio,Pick up,Sym,Colisión,2011
10,Enero,Lunes,6,Guatemala,17,Hombre,60,Mayor,Ignorado,Automovil,Sym,Colisión,2011
11,Enero,Martes,11,Quetzaltenango,Ignorado,Hombre,45,Mayor,Ignorado,Microbus,Sym,Volco,2011
12,Enero,Miercoles,7,Guatemala,16,Hombre,Ignorado,Mayor,Normal,Pick up,Sym,Empotro,2011
12,Enero,Miercoles,20,Suchitepequez,3,Hombre,29,Mayor,Ignorado,Pick up,Sym,Colisión,2011
12,Enero,Miercoles,10,Baja Verapaz,Ignorado,Hombre,34,Mayor,Ignorado,Automovil,Sym,Caida,2011
12,Enero,Miercoles,10,Baja Verapaz,Ignorado,Mujer,51,Mayor,Ignorado,Pick up,Sym,Caida,2011
13,Enero,Jueves,16,San Marcos,Ignorado,Hombre,45,Mayor,Ignorado,Pick up,Sym,Colisión,2011
13,Enero,Jueves,22,Izabal,Ignorado,Hombre,30,Mayor,Ignorado,Microbus,Sym,Volco,2011
13,Enero,Jueves,19,Solola,Ignorado,Mujer,37,Mayor,Ignorado,Automovil,Sym,Empotro,2011
14,Enero,Viernes,0,Escuintla,Ignorado,Hombre,33,Mayor,Ebrio,Pick up,Sym,Empotro,2011
14,Enero,Viernes,22,Alta Verpaz,Ignorado,Hombre,34,Mayor,Ignorado,Pick up,Sym,Colisión,2011
15,Enero,Sabado,0,Quetzaltenango,Ignorado,Hombre,32,Mayor,Ebrio,Microbus,Sym,Colisión,2011
15,Enero,Sabado,14,Quetzaltenango,Ignorado,Hombre,16,Menor,Ignorado,Pick up,Sym,Empotro,2011
15,Enero,Sabado,0,Huehuetenango,Ignorado,Hombre,41,Mayor,Normal,Microbus,Sym,Colisión,2011
15,Enero,Sabado,15,El Progreso,Ignorado,Hombre,34,Mayor,Normal,Automovil,Sym,Colisión,2011
16,Enero,Domingo,4,Huehuetenango,Ignorado,Hombre,12,Menor,Ignorado,Pick up,Sym,Volco,2011
16,Enero,Domingo,11,Chimaltenango,Ignorado,Hombre,38,Mayor,Ignorado,Pick up,Sym,Empotro,2011
17,Enero,Lunes,12,Guatemala,Ignorado,Hombre,30,Mayor,Ignorado,Pick up,Sym,Colisión,2011
17,Enero,Lunes,14,Jutiapa,Ignorado,Hombre,52,Mayor,Ebrio,Automovil,Sym,Colisión,2011
18,Enero,Martes,20,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
18,Enero,Martes,10,El Progreso,Ignorado,Hombre,42,Mayor,Ebrio,Automovil,Sym,Colisión,2011
20,Enero,Jueves,13,Guatemala,Ignorado,Hombre,42,Mayor,Ignorado,Pick up,Sym,Caida,2011
20,Enero,Jueves,8,Quetzaltenango,Ignorado,Hombre,32,Mayor,Normal,Pick up,Sym,Colisión,2011
20,Enero,Jueves,9,Huehuetenango,Ignorado,Hombre,50,Mayor,Normal,Pick up,Sym,Colisión,2011
20,Enero,Jueves,17,Quiche,Ignorado,Hombre,35,Mayor,Normal,Pick up,Sym,Empotro,2011
21,Enero,Viernes,6,Quetzaltenango,Ignorado,Hombre,32,Mayor,Ignorado,Microbus,Sym,Colisión,2011
21,Enero,Viernes,20,Sacatepequez,Ignorado,Hombre,47,Mayor,Ebrio,Pick up,Sym,Colisión,2011
22,Enero,Sabado,18,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Bus extraurbano,Sym,Volco,2011
22,Enero,Sabado,14,Jalapa,Ignorado,Hombre,25,Mayor,Ignorado,Microbus,Sym,Colisión,2011
22,Enero,Sabado,21,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Sym,Caida,2011
23,Enero,Domingo,23,Guatemala,19,Hombre,27,Mayor,Normal,Pick up,Sym,Colisión,2011
23,Enero,Domingo,15,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
23,Enero,Domingo,11,Quetzaltenango,1,Hombre,36,Mayor,Ebrio,Pick up,Sym,Colisión,2011
24,Enero,Lunes,11,Santa Rosa,Ignorado,Hombre,25,Mayor,Ignorado,Taxi,Sym,Volco,2011
24,Enero,Lunes,8,Sacatepequez,Ignorado,Hombre,55,Mayor,Ignorado,Pick up,Sym,Colisión,2011
24,Enero,Lunes,5,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Caida,2011
24,Enero,Lunes,21,San Marcos,Ignorado,Hombre,23,Mayor,Normal,Pick up,Sym,Colisión,2011
25,Enero,Martes,15,Guatemala,16,Hombre,53,Mayor,Ignorado,Automovil,Sym,Colisión,2011
25,Enero,Martes,14,Santa Rosa,Ignorado,Hombre,19,Mayor,Ebrio,Pick up,Sym,Colisión,2011
25,Enero,Martes,16,Escuintla,Ignorado,Hombre,36,Mayor,Ignorado,Pick up,Sym,Colisión,2011
25,Enero,Martes,9,Quiche,Ignorado,Hombre,47,Mayor,Normal,Automovil,Sym,Colisión,2011
25,Enero,Martes,20,San Marcos,Ignorado,Hombre,31,Mayor,Normal,Microbus,Sym,Colisión,2011
26,Enero,Miercoles,21,Guatemala,13,Hombre,37,Mayor,Ebrio,Automovil,Sym,Colisión,2011
26,Enero,Miercoles,10,Guatemala,Ignorado,Mujer,18,Mayor,Ignorado,Automovil,Sym,Empotro,2011
27,Enero,Jueves,1,Guatemala,1,Mujer,25,Mayor,Ignorado,Pick up,Sym,Colisión,2011
27,Enero,Jueves,12,Jutiapa,Ignorado,Hombre,35,Mayor,Ignorado,Pick up,Sym,Colisión,2011
27,Enero,Jueves,19,Santa Rosa,Ignorado,Hombre,30,Mayor,Normal,Automovil,Sym,Colisión,2011
28,Enero,Viernes,12,Guatemala,Ignorado,Hombre,45,Mayor,Normal,Automovil,Sym,Colisión,2011
28,Enero,Viernes,3,Guatemala,19,Hombre,31,Mayor,Normal,Pick up,Sym,Colisión,2011
28,Enero,Viernes,9,Chiquimula,Ignorado,Hombre,38,Mayor,Normal,Pick up,Sym,Caida,2011
28,Enero,Viernes,4,Jutiapa,Ignorado,Hombre,22,Mayor,Normal,Camioneta,Sym,Colisión,2011
29,Enero,Sabado,0,Guatemala,4,Hombre,25,Mayor,Ebrio,Automovil,Sym,Colisión,2011
29,Enero,Sabado,2,Guatemala,5,Hombre,33,Mayor,Ignorado,Automovil,Sym,Volco,2011
29,Enero,Sabado,18,Guatemala,21,Hombre,25,Mayor,Ignorado,Automovil,Sym,Colisión,2011
29,Enero,Sabado,19,Totonicapan,Ignorado,Hombre,37,Mayor,Ebrio,Pick up,Sym,Empotro,2011
29,Enero,Sabado,3,Sacatepequez,Ignorado,Hombre,37,Mayor,Normal,Automovil,Sym,Colisión,2011
30,Enero,Domingo,16,Guatemala,1,Hombre,24,Mayor,Ebrio,Pick up,Sym,Empotro,2011
30,Enero,Domingo,9,Guatemala,3,Hombre,35,Mayor,Normal,Camioneta,Sym,Colisión,2011
30,Enero,Domingo,7,Guatemala,2,Hombre,29,Mayor,Normal,Automovil,Sym,Colisión,2011
30,Enero,Domingo,22,Guatemala,Ignorado,Hombre,24,Mayor,Normal,Pick up,Sym,Volco,2011
31,Enero,Lunes,15,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Caida,2011
1,Febrero,Martes,19,Huehuetenango,1,Hombre,21,Mayor,Ebrio,Pick up,Sym,Colisión,2011
1,Febrero,Martes,9,Solola,Ignorado,Hombre,35,Mayor,Normal,Microbus,Sym,Empotro,2011
1,Febrero,Martes,17,Guatemala,1,Mujer,27,Mayor,Ignorado,Automovil,Sym,Colisión,2011
2,Febrero,Miercoles,19,Guatemala,24,Hombre,56,Mayor,Ignorado,Automovil,Sym,Colisión,2011
2,Febrero,Miercoles,17,Guatemala,5,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Sym,Colisión,2011
2,Febrero,Miercoles,12,Jalapa,1,Hombre,56,Mayor,Ignorado,Pick up,Sym,Colisión,2011
3,Febrero,Jueves,7,Guatemala,17,Mujer,24,Mayor,Ignorado,Automovil,Sym,Colisión,2011
3,Febrero,Jueves,18,Suchitepequez,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Colisión,2011
4,Febrero,Viernes,13,Escuintla,Ignorado,Hombre,18,Mayor,Ignorado,Camioneta,Sym,Empotro,2011
5,Febrero,Sabado,22,Guatemala,6,Hombre,32,Mayor,Ebrio,Automovil,Sym,Colisión,2011
6,Febrero,Domingo,15,Santa Rosa,Ignorado,Hombre,35,Mayor,Ebrio,Pick up,Sym,Colisión,2011
6,Febrero,Domingo,8,San Marcos,Ignorado,Hombre,21,Mayor,Normal,Pick up,Sym,Volco,2011
6,Febrero,Domingo,20,Santa Rosa,Ignorado,Hombre,47,Mayor,Ebrio,Pick up,Sym,Colisión,2011
6,Febrero,Domingo,1,Guatemala,1,Hombre,30,Mayor,Ignorado,Automovil,Sym,Volco,2011
6,Febrero,Domingo,6,Guatemala,7,Hombre,23,Mayor,Ebrio,Automovil,Sym,Colisión,2011
7,Febrero,Lunes,18,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Sym,Volco,2011
7,Febrero,Lunes,16,Totonicapan,Ignorado,Hombre,26,Mayor,Ignorado,Pick up,Sym,Colisión,2011
7,Febrero,Lunes,17,Quiche,Ignorado,Hombre,37,Mayor,Ignorado,Pick up,Sym,Colisión,2011
8,Febrero,Martes,12,Guatemala,12,Hombre,40,Mayor,Normal,Automovil,Sym,Colisión,2011
8,Febrero,Martes,22,Quetzaltenango,Ignorado,Hombre,34,Mayor,Ebrio,Pick up,Sym,Colisión,2011
11,Febrero,Viernes,10,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
11,Febrero,Viernes,20,Quetzaltenango,Ignorado,Hombre,67,Mayor,Ignorado,Pick up,Sym,Colisión,2011
11,Febrero,Viernes,12,Izabal,Ignorado,Hombre,32,Mayor,Ignorado,Automovil,Sym,Colisión,2011
12,Febrero,Sabado,23,Izabal,Ignorado,Hombre,31,Mayor,Normal,Automovil,Sym,Colisión,2011
13,Febrero,Domingo,2,Chimaltenango,Ignorado,Hombre,36,Mayor,Normal,Automovil,Sym,Colisión,2011
15,Febrero,Martes,19,Jutiapa,Ignorado,Hombre,22,Mayor,Ebrio,Automovil,Sym,Colisión,2011
15,Febrero,Martes,12,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
15,Febrero,Martes,9,Totonicapan,Ignorado,Hombre,23,Mayor,Ignorado,Pick up,Sym,Colisión,2011
16,Febrero,Miercoles,17,Guatemala,3,Hombre,30,Mayor,Normal,Automovil,Sym,Colisión,2011
16,Febrero,Miercoles,14,Chiquimula,4,Hombre,21,Mayor,Ignorado,Microbus,Sym,Colisión,2011
16,Febrero,Miercoles,21,Zacapa,Ignorado,Hombre,31,Mayor,Ignorado,Automovil,Sym,Colisión,2011
17,Febrero,Jueves,15,Jutiapa,Ignorado,Hombre,34,Mayor,Ignorado,Pick up,Sym,Empotro,2011
17,Febrero,Jueves,5,Suchitepequez,Ignorado,Hombre,28,Mayor,Normal,Microbus,Sym,Colisión,2011
17,Febrero,Jueves,20,Huehuetenango,Ignorado,Hombre,28,Mayor,Ebrio,Pick up,Sym,Empotro,2011
17,Febrero,Jueves,23,Alta Verpaz,Ignorado,Hombre,29,Mayor,Normal,Pick up,Sym,Colisión,2011
18,Febrero,Viernes,2,Guatemala,12,Hombre,23,Mayor,Ignorado,Automovil,Sym,Empotro,2011
18,Febrero,Viernes,20,Peten,Ignorado,Hombre,30,Mayor,Normal,Pick up,Sym,Colisión,2011
18,Febrero,Viernes,19,Sacatepequez,Ignorado,Hombre,28,Mayor,Normal,Pick up,Sym,Colisión,2011
19,Febrero,Sabado,6,Guatemala,9,Hombre,25,Mayor,Ebrio,Pick up,Sym,Colisión,2011
19,Febrero,Sabado,18,Jalapa,Ignorado,Hombre,44,Mayor,Ebrio,Pick up,Sym,Colisión,2011
19,Febrero,Sabado,12,Escuintla,Ignorado,Hombre,44,Mayor,Ignorado,Pick up,Sym,Colisión,2011
19,Febrero,Sabado,1,Quetzaltenango,2,Hombre,35,Mayor,Normal,Pick up,Sym,Colisión,2011
19,Febrero,Sabado,17,Quiche,Ignorado,Hombre,21,Mayor,Ignorado,Pick up,Sym,Empotro,2011
20,Febrero,Domingo,20,Suchitepequez,Ignorado,Hombre,20,Mayor,Ebrio,Pick up,Sym,Colisión,2011
20,Febrero,Domingo,18,San Marcos,Ignorado,Hombre,39,Mayor,Ignorado,Camioneta,Sym,Colisión,2011
20,Febrero,Domingo,13,Huehuetenango,Ignorado,Hombre,30,Mayor,Ebrio,Pick up,Sym,Colisión,2011
21,Febrero,Lunes,10,Guatemala,1,Hombre,31,Mayor,Normal,Automovil,Sym,Colisión,2011
22,Febrero,Martes,9,Jutiapa,Ignorado,Hombre,58,Mayor,Normal,Automovil,Sym,Colisión,2011
24,Febrero,Jueves,8,Quiche,Ignorado,Hombre,51,Mayor,Normal,Microbus,Sym,Colisión,2011
25,Febrero,Viernes,0,Jalapa,Ignorado,Hombre,39,Mayor,Ebrio,Automovil,Sym,Colisión,2011
25,Febrero,Viernes,5,El Progreso,Ignorado,Hombre,28,Mayor,Ignorado,Pick up,Sym,Volco,2011
25,Febrero,Viernes,19,Chimaltenango,Ignorado,Hombre,65,Mayor,Ignorado,Pick up,Sym,Volco,2011
26,Febrero,Sabado,8,Guatemala,8,Hombre,41,Mayor,Ignorado,Pick up,Sym,Colisión,2011
26,Febrero,Sabado,4,Guatemala,7,Hombre,46,Mayor,Ignorado,Pick up,Sym,Colisión,2011
27,Febrero,Domingo,19,Guatemala,3,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Empotro,2011
27,Febrero,Domingo,1,Guatemala,4,Hombre,19,Mayor,Ebrio,Automovil,Sym,Empotro,2011
28,Febrero,Lunes,18,Guatemala,Ignorado,Mujer,25,Mayor,Normal,Automovil,Sym,Colisión,2011
28,Febrero,Lunes,17,Escuintla,Ignorado,Hombre,30,Mayor,Normal,Camioneta,Sym,Colisión,2011
28,Febrero,Lunes,14,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Empotro,2011
28,Febrero,Lunes,10,Sacatepequez,Ignorado,Hombre,49,Mayor,Ignorado,Automovil,Sym,Colisión,2011
1,Marzo,Martes,13,Zacapa,Ignorado,Hombre,36,Mayor,Ignorado,Camioneta,Sym,Colisión,2011
1,Marzo,Martes,10,Alta Verpaz,Ignorado,Hombre,22,Mayor,Ignorado,Camioneta,Sym,Colisión,2011
3,Marzo,Jueves,14,Guatemala,18,Hombre,22,Mayor,Ignorado,Pick up,Sym,Volco,2011
3,Marzo,Jueves,19,Guatemala,8,Hombre,20,Mayor,Ignorado,Pick up,Sym,Empotro,2011
3,Marzo,Jueves,18,Santa Rosa,Ignorado,Hombre,20,Mayor,Ignorado,Pick up,Sym,Empotro,2011
4,Marzo,Viernes,16,San Marcos,Ignorado,Hombre,25,Mayor,Ebrio,Automovil,Sym,Colisión,2011
4,Marzo,Viernes,23,Quiche,5,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Empotro,2011
5,Marzo,Sabado,1,Guatemala,7,Hombre,34,Mayor,Normal,Camioneta,Sym,Colisión,2011
5,Marzo,Sabado,10,Jutiapa,Ignorado,Hombre,18,Mayor,Normal,Pick up,Sym,Colisión,2011
5,Marzo,Sabado,23,Zacapa,Ignorado,Hombre,36,Mayor,Ignorado,Pick up,Sym,Colisión,2011
5,Marzo,Sabado,21,Peten,Ignorado,Hombre,31,Mayor,Ebrio,Automovil,Sym,Colisión,2011
6,Marzo,Domingo,20,Peten,Ignorado,Hombre,51,Mayor,Normal,Automovil,Sym,Colisión,2011
6,Marzo,Domingo,12,Escuintla,Ignorado,Hombre,34,Mayor,Normal,Pick up,Sym,Colisión,2011
7,Marzo,Lunes,15,Zacapa,Ignorado,Hombre,22,Mayor,Ebrio,Pick up,Sym,Empotro,2011
8,Marzo,Martes,21,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Automovil,Sym,Colisión,2011
8,Marzo,Martes,10,Quetzaltenango,Ignorado,Hombre,42,Mayor,Ignorado,Pick up,Sym,Empotro,2011
8,Marzo,Martes,15,Izabal,Ignorado,Hombre,27,Mayor,Ignorado,Pick up,Sym,Volco,2011
9,Marzo,Miercoles,0,Zacapa,Ignorado,Hombre,21,Mayor,Normal,Pick up,Sym,Caida,2011
9,Marzo,Miercoles,16,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Caida,2011
10,Marzo,Jueves,12,Peten,Ignorado,Hombre,28,Mayor,Normal,Camioneta,Sym,Colisión,2011
11,Marzo,Viernes,12,Guatemala,1,Mujer,37,Mayor,Normal,Automovil,Sym,Colisión,2011
12,Marzo,Sabado,19,Peten,Ignorado,Hombre,54,Mayor,Normal,Automovil,Sym,Colisión,2011
13,Marzo,Domingo,18,Guatemala,1,Hombre,27,Mayor,Ignorado,Automovil,Sym,Colisión,2011
13,Marzo,Domingo,0,Escuintla,Ignorado,Mujer,48,Mayor,Normal,Pick up,Sym,Colisión,2011
14,Marzo,Lunes,10,Peten,Ignorado,Hombre,49,Mayor,Normal,Pick up,Sym,Colisión,2011
15,Marzo,Martes,7,Sacatepequez,Ignorado,Hombre,42,Mayor,Normal,Automovil,Sym,Colisión,2011
16,Marzo,Miercoles,13,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
17,Marzo,Jueves,9,Totonicapan,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
19,Marzo,Sabado,16,Quiche,Ignorado,Hombre,23,Mayor,Normal,Pick up,Sym,Volco,2011
21,Marzo,Lunes,22,Huehuetenango,Ignorado,Hombre,49,Mayor,Normal,Camioneta,Sym,Volco,2011
21,Marzo,Lunes,7,Quiche,Ignorado,Hombre,20,Mayor,Normal,Pick up,Sym,Volco,2011
22,Marzo,Martes,8,Escuintla,Ignorado,Hombre,54,Mayor,Normal,Automovil,Sym,Colisión,2011
22,Marzo,Martes,10,Totonicapan,Ignorado,Hombre,35,Mayor,Ebrio,Pick up,Sym,Volco,2011
23,Marzo,Miercoles,19,Guatemala,1,Hombre,14,Menor,Normal,Pick up,Sym,Colisión,2011
23,Marzo,Miercoles,17,Quiche,Ignorado,Hombre,22,Mayor,Normal,Pick up,Sym,Empotro,2011
23,Marzo,Miercoles,23,Sacatepequez,Ignorado,Hombre,45,Mayor,Normal,Pick up,Sym,Colisión,2011
24,Marzo,Jueves,20,Guatemala,4,Hombre,53,Mayor,Ignorado,Camioneta,Sym,Colisión,2011
24,Marzo,Jueves,16,Guatemala,11,Hombre,40,Mayor,Ignorado,Automovil,Sym,Colisión,2011
24,Marzo,Jueves,21,Quetzaltenango,Ignorado,Hombre,38,Mayor,Ignorado,Pick up,Sym,Empotro,2011
25,Marzo,Viernes,19,Huehuetenango,8,Hombre,25,Mayor,Ignorado,Automovil,Sym,Colisión,2011
25,Marzo,Viernes,23,Alta Verpaz,Ignorado,Hombre,30,Mayor,Ebrio,Pick up,Sym,Volco,2011
26,Marzo,Sabado,10,Jutiapa,Ignorado,Mujer,31,Mayor,Ignorado,Automovil,Sym,Volco,2011
26,Marzo,Sabado,15,Escuintla,Ignorado,Hombre,60,Mayor,Normal,Pick up,Sym,Empotro,2011
26,Marzo,Sabado,16,San Marcos,Ignorado,Hombre,48,Mayor,Ebrio,Automovil,Sym,Colisión,2011
27,Marzo,Domingo,18,Quiche,Ignorado,Hombre,26,Mayor,Normal,Pick up,Sym,Colisión,2011
28,Marzo,Lunes,5,Zacapa,Ignorado,Hombre,26,Mayor,Ebrio,Pick up,Sym,Volco,2011
28,Marzo,Lunes,16,Quetzaltenango,1,Hombre,20,Mayor,Normal,Pick up,Sym,Colisión,2011
29,Marzo,Martes,16,Quetzaltenango,6,Hombre,51,Mayor,Ebrio,Camioneta,Sym,Colisión,2011
29,Marzo,Martes,10,Sacatepequez,Ignorado,Hombre,33,Mayor,Normal,Pick up,Sym,Empotro,2011
30,Marzo,Miercoles,19,Guatemala,6,Hombre,33,Mayor,Normal,Automovil,Sym,Colisión,2011
30,Marzo,Miercoles,21,Guatemala,7,Hombre,36,Mayor,Ebrio,Automovil,Sym,Colisión,2011
30,Marzo,Miercoles,20,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Empotro,2011
30,Marzo,Miercoles,10,Sacatepequez,Ignorado,Hombre,26,Mayor,Normal,Automovil,Sym,Colisión,2011
31,Marzo,Jueves,13,Guatemala,Ignorado,Hombre,40,Mayor,Ebrio,Automovil,Sym,Colisión,2011
1,Abril,Viernes,18,Jalapa,6,Hombre,30,Mayor,Ignorado,Microbus,Sym,Colisión,2011
2,Abril,Sabado,10,Quiche,Ignorado,Hombre,39,Mayor,Ignorado,Pick up,Sym,Volco,2011
4,Abril,Lunes,15,Guatemala,Ignorado,Hombre,32,Mayor,Normal,Pick up,Sym,Volco,2011
4,Abril,Lunes,12,Solola,Ignorado,Hombre,37,Mayor,Ignorado,Pick up,Sym,Caida,2011
5,Abril,Martes,0,Jutiapa,Ignorado,Hombre,25,Mayor,Ignorado,Automovil,Sym,Colisión,2011
5,Abril,Martes,10,Alta Verpaz,Ignorado,Hombre,53,Mayor,Ignorado,Pick up,Sym,Volco,2011
5,Abril,Martes,23,El Progreso,Ignorado,Hombre,41,Mayor,Ignorado,Pick up,Sym,Colisión,2011
6,Abril,Miercoles,0,Santa Rosa,Ignorado,Hombre,26,Mayor,Ebrio,Pick up,Sym,Empotro,2011
7,Abril,Jueves,13,Quetzaltenango,5,Hombre,26,Mayor,Normal,Pick up,Sym,Colisión,2011
7,Abril,Jueves,20,Huehuetenango,Ignorado,Hombre,33,Mayor,Ignorado,Automovil,Sym,Caida,2011
7,Abril,Jueves,10,Quiche,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Volco,2011
8,Abril,Viernes,14,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Sym,Colisión,2011
8,Abril,Viernes,20,Santa Rosa,Ignorado,Hombre,31,Mayor,Ebrio,Pick up,Sym,Empotro,2011
8,Abril,Viernes,17,Huehuetenango,Ignorado,Hombre,22,Mayor,Ebrio,Pick up,Sym,Colisión,2011
8,Abril,Viernes,15,Solola,18,Hombre,34,Mayor,Normal,Pick up,Sym,Empotro,2011
8,Abril,Viernes,14,San Marcos,2,Hombre,21,Mayor,Normal,Pick up,Sym,Colisión,2011
9,Abril,Sabado,1,Guatemala,12,Hombre,20,Mayor,Ignorado,Automovil,Sym,Colisión,2011
9,Abril,Sabado,20,Santa Rosa,Ignorado,Hombre,47,Mayor,Ebrio,Automovil,Sym,Caida,2011
9,Abril,Sabado,0,Huehuetenango,Ignorado,Hombre,20,Mayor,Ebrio,Automovil,Sym,Volco,2011
11,Abril,Lunes,18,Chimaltenango,Ignorado,Hombre,53,Mayor,Ignorado,Camión,Sym,Colisión,2011
12,Abril,Martes,22,Escuintla,Ignorado,Hombre,30,Mayor,Ebrio,Pick up,Sym,Volco,2011
13,Abril,Miercoles,15,Jutiapa,Ignorado,Hombre,52,Mayor,Ignorado,Automovil,Sym,Colisión,2011
13,Abril,Miercoles,22,Quetzaltenango,Ignorado,Hombre,29,Mayor,Ignorado,Pick up,Sym,Colisión,2011
13,Abril,Miercoles,22,Quetzaltenango,1,Hombre,23,Mayor,Ignorado,Pick up,Sym,Colisión,2011
14,Abril,Jueves,22,Guatemala,18,Mujer,63,Mayor,Normal,Automovil,Sym,Volco,2011
14,Abril,Jueves,21,Guatemala,11,Hombre,27,Mayor,Normal,Automovil,Sym,Colisión,2011
14,Abril,Jueves,20,Santa Rosa,Ignorado,Hombre,40,Mayor,Normal,Automovil,Sym,Colisión,2011
15,Abril,Viernes,18,Jalapa,Ignorado,Hombre,20,Mayor,Normal,Pick up,Sym,Colisión,2011
15,Abril,Viernes,18,Peten,Ignorado,Hombre,50,Mayor,Ebrio,Camioneta,Sym,Colisión,2011
16,Abril,Sabado,12,San Marcos,Ignorado,Hombre,44,Mayor,Normal,Camioneta,Sym,Caida,2011
