mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,estado_con,tipo_veh,color_veh,modelo_veh,tipo_eve,year
Enero,Martes,15,Guatemala,16,Hombre,999,Ignorado,Pick-up,Azul,2008,Colision,2010
Enero,Martes,15,Guatemala,16,Hombre,22,Ignorado,Motocicleta,Verde,9999,Colision,2010
Abril,Viernes,15,Jutiapa,99,Hombre,29,Ebrio,Jeep,Azul,1998,Colision,2010
Abril,Viernes,15,Jutiapa,99,Hombre,31,No Ebrio,Pick-up,Blanco,2010,Colision,2010
Abril,Viernes,15,Chiquimula,99,Mujer,48,No Ebrio,Pick-up,Beige,1986,Colision,2010
Abril,Viernes,15,Chiquimula,99,Hombre,25,No Ebrio,Pick-up,Blanco,2005,Colision,2010
Marzo,Domingo,15,San Marcos,99,Hombre,62,Ignorado,Bus extraurbano,Azul,9999,Colision,2010
Marzo,Domingo,15,San Marcos,99,Hombre,20,Ignorado,Pick-up,Negro,9999,Colision,2010
Agosto,Sabado,15,Guatemala,1,Mujer,20,Ignorado,Automovil,Verde,1994,Colision,2010
Agosto,Sabado,15,Guatemala,1,Hombre,27,Ignorado,Motocicleta,Azul,2005,Colision,2010
Mayo,Viernes,15,Peten,99,Hombre,25,Ebrio,Pick-up,Blanco,1998,Colision,2010
Mayo,Viernes,15,Peten,99,Hombre,36,No Ebrio,Pick-up,Ignorado,9999,Colision,2010
Octubre,Lunes,15,Peten,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Julio,Jueves,15,Izabal,99,Hombre,28,No Ebrio,Pick-up,Rojo,2004,Colision,2010
Julio,Jueves,15,Izabal,99,Hombre,48,No Ebrio,Microbus,Beige,2009,Colision,2010
Mayo,Sabado,15,Guatemala,99,Mujer,24,No Ebrio,Automovil,Blanco,1999,Colision,2010
Mayo,Sabado,15,Guatemala,99,Hombre,26,No Ebrio,Automovil,Blanco,2004,Colision,2010
Julio,Viernes,15,Guatemala,6,Hombre,43,Ebrio,Automovil,Corinto,1992,Colision,2010
Julio,Viernes,15,Guatemala,6,Hombre,36,No Ebrio,Automovil,Gris,9999,Colision,2010
Junio,Lunes,15,Guatemala,3,Mujer,25,No Ebrio,Camioneta,Gris,1999,Colision,2010
Junio,Lunes,15,Guatemala,3,Hombre,25,Ebrio,Pick-up,Blanco,9999,Colision,2010
Diciembre,Miercoles,15,Retalhuleu,99,Mujer,36,No Ebrio,Pick-up,Negro,2010,Colision,2010
Diciembre,Miercoles,15,Retalhuleu,99,Hombre,32,Ebrio,Motocicleta,Rojo,9999,Colision,2010
Octubre,Miercoles,15,Escuintla,99,Hombre,48,No Ebrio,Automovil,Negro,9999,Colision,2010
Agosto,Lunes,15,Guatemala,7,Hombre,27,No Ebrio,Motocicleta,Rojo,2005,Colision,2010
Agosto,Lunes,15,Guatemala,7,Ignorado,999,Ignorado,Automovil,Beige,9999,Colision,2010
Septiembre,Jueves,15,Zacapa,99,Hombre,16,No Ebrio,Motocicleta,Rojo,2009,Colision,2010
Septiembre,Jueves,15,Zacapa,99,Mujer,17,No Ebrio,Pick-up,Negro,9999,Colision,2010
Octubre,Jueves,15,Izabal,99,Ignorado,999,Ignorado,Camion,Ignorado,9999,Colision,2010
Octubre,Jueves,15,Izabal,99,Hombre,37,Ignorado,Pick-up,Verde,9999,Colision,2010
Octubre,Viernes,15,Guatemala,99,Hombre,25,Ignorado,Camioneta,Amarillo,9999,Colision,2010
Octubre,Viernes,15,Guatemala,99,Hombre,40,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Martes,15,Peten,99,Ignorado,999,Ignorado,Camioneta,Verde,9999,Colision,2010
Julio,Domingo,15,Baja Verapaz,99,Hombre,39,No Ebrio,Bus extraurbano,Blanco,1998,Colision,2010
Septiembre,Viernes,15,Chimaltenango,99,Mujer,40,No Ebrio,Automovil,Blanco,1995,Colision,2010
Septiembre,Viernes,15,Chimaltenango,99,Mujer,41,Ignorado,Automovil,Blanco,1995,Colision,2010
Septiembre,Sabado,15,Guatemala,1,Mujer,27,No Ebrio,Automovil,Blanco,2005,Colision,2010
Septiembre,Sabado,15,Guatemala,1,Hombre,43,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Octubre,Sabado,15,Izabal,99,Ignorado,999,No Ebrio,Microbus,Blanco,2000,Colision,2010
Octubre,Sabado,15,Izabal,99,Hombre,35,No Ebrio,Motocicleta,Blanco,9999,Colision,2010
Octubre,Sabado,15,Guatemala,16,Hombre,999,No Ebrio,Camioneta,Beige,2005,Colision,2010
Octubre,Sabado,15,Guatemala,16,Hombre,22,No Ebrio,Motocicleta,Corinto,2009,Colision,2010
Abril,Domingo,15,Chimaltenango,99,Ignorado,999,Ignorado,Bus extraurbano,Ignorado,9999,Colision,2010
Septiembre,Sabado,15,Guatemala,1,Hombre,38,No Ebrio,Pick-up,Negro,9999,Colision,2010
Septiembre,Sabado,15,Guatemala,1,Hombre,32,No Ebrio,Camioneta,Verde,9999,Colision,2010
Octubre,Sabado,15,Guatemala,7,Hombre,46,No Ebrio,Automovil,Gris,1995,Colision,2010
Octubre,Sabado,15,Guatemala,7,Mujer,35,No Ebrio,Camioneta,Gris,2007,Colision,2010
Octubre,Sabado,15,Guatemala,7,Mujer,35,No Ebrio,Camioneta,Gris,2007,Colision,2010
Octubre,Sabado,15,Guatemala,7,Hombre,33,No Ebrio,Panel,Gris,2007,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,999,No Ebrio,Automovil,Negro,1999,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,999,No Ebrio,Microbus,Gris,2000,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,999,No Ebrio,Camioneta,Beige,2006,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,999,No Ebrio,Camioneta,Blanco,9999,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,26,Ebrio,Pick-up,Blanco,9999,Colision,2010
Junio,Viernes,15,San Marcos,99,Hombre,999,No Ebrio,Camioneta,Ignorado,9999,Colision,2010
Septiembre,Sabado,15,Solola,99,Hombre,25,Ignorado,Pick-up,Gris,9999,Colision,2010
Septiembre,Sabado,15,Solola,99,Hombre,53,Ignorado,Camion,Ignorado,9999,Colision,2010
Mayo,Jueves,15,Zacapa,99,Hombre,37,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Jueves,15,Zacapa,99,Ignorado,999,Ignorado,Pick-up,Rojo,9999,Colision,2010
Enero,Miercoles,15,Santa Rosa,99,Hombre,43,Ignorado,Microbus,Blanco,1987,Colision,2010
Enero,Miercoles,15,Santa Rosa,99,Hombre,999,Ignorado,Automovil,Beige,9999,Colision,2010
Mayo,Jueves,15,Escuintla,99,Hombre,60,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Jueves,15,Escuintla,99,Hombre,999,Ignorado,Mototaxi,Ignorado,9999,Colision,2010
Agosto,Viernes,15,Guatemala,18,Hombre,16,No Ebrio,Pick-up,Rojo,1987,Colision,2010
Agosto,Viernes,15,Guatemala,18,Hombre,35,No Ebrio,Motocicleta,Amarillo,9999,Colision,2010
Enero,Miercoles,15,Huehuetenango,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Enero,Miercoles,15,Huehuetenango,99,Hombre,36,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Diciembre,Domingo,15,Escuintla,99,Hombre,999,Ignorado,Cabezal,Rojo,9999,Colision,2010
Diciembre,Domingo,15,Santa Rosa,99,Hombre,39,Ignorado,Pick-up,Blanco,1990,Colision,2010
Diciembre,Domingo,15,Santa Rosa,99,Hombre,28,No Ebrio,Pick-up,Rojo,1993,Colision,2010
Agosto,Viernes,15,Izabal,99,Mujer,43,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Agosto,Viernes,15,Izabal,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Diciembre,Domingo,15,Peten,99,Hombre,25,Ignorado,Pick-up,Verde,9999,Colision,2010
Marzo,Sabado,15,Quiche,99,Hombre,43,No Ebrio,Motocicleta,Rojo,2002,Colision,2010
Marzo,Sabado,15,Quiche,99,Hombre,16,No Ebrio,Motocicleta,Rojo,2008,Colision,2010
Septiembre,Lunes,15,Huehuetenango,99,Hombre,45,No Ebrio,Pick-up,Cafe,1990,Colision,2010
Septiembre,Lunes,15,Huehuetenango,99,Hombre,45,No Ebrio,Bus extraurbano,Blanco,9999,Colision,2010
Diciembre,Lunes,15,Guatemala,6,Hombre,37,No Ebrio,Pick-up,Negro,9999,Colision,2010
Diciembre,Lunes,15,Guatemala,6,Hombre,22,No Ebrio,Cabezal,Rojo,9999,Colision,2010
Marzo,Domingo,15,Huehuetenango,99,Hombre,48,No Ebrio,Motocicleta,Rojo,2004,Colision,2010
Marzo,Domingo,15,Huehuetenango,99,Hombre,21,Ebrio,Automovil,Rojo,9999,Colision,2010
Diciembre,Lunes,15,Jutiapa,99,Ignorado,999,Ignorado,Pick-up,Gris,9999,Colision,2010
Diciembre,Lunes,15,Jutiapa,99,Hombre,19,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Enero,Viernes,15,Quiche,1,Hombre,34,No Ebrio,Camion,Blanco,1985,Colision,2010
Enero,Viernes,15,Quiche,1,Hombre,17,Ignorado,Motocicleta,Rojo,2007,Colision,2010
Marzo,Domingo,15,Chiquimula,99,Hombre,70,No Ebrio,Cabezal,Blanco,1998,Colision,2010
Marzo,Domingo,15,Chiquimula,99,Hombre,51,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Enero,Sabado,15,Solola,99,Hombre,17,Ignorado,Mototaxi,Rojo,2007,Colision,2010
Enero,Sabado,15,Solola,99,Hombre,24,Ignorado,Motocicleta,Azul,2008,Colision,2010
Octubre,Viernes,15,Guatemala,9,Hombre,27,No Ebrio,Pick-up,Blanco,9999,Colision,2010
Octubre,Viernes,15,Guatemala,9,Hombre,23,Ebrio,Automovil,Rojo,9999,Colision,2010
Agosto,Martes,15,Quetzaltenango,7,Hombre,31,No Ebrio,Automovil,Negro,2001,Colision,2010
Agosto,Martes,15,Quetzaltenango,7,Hombre,38,Ebrio,Pick-up,Gris,9999,Colision,2010
Octubre,Domingo,15,Quetzaltenango,1,Hombre,36,Ebrio,Automovil,Corinto,9999,Colision,2010
Octubre,Domingo,15,Quetzaltenango,1,Ignorado,999,Ignorado,Pick-up,Verde,9999,Colision,2010
Agosto,Viernes,15,Suchitepequez,99,Hombre,26,No Ebrio,Automovil,Blanco,1993,Colision,2010
Agosto,Viernes,15,Suchitepequez,99,Hombre,18,No Ebrio,Automovil,Blanco,1994,Colision,2010
Agosto,Sabado,15,Guatemala,99,Ignorado,999,Ignorado,Cabezal,Rojo,9999,Colision,2010
Julio,Martes,15,Quetzaltenango,1,Hombre,48,Ignorado,Motocicleta,Blanco,2006,Colision,2010
Julio,Martes,15,Quetzaltenango,1,Hombre,26,Ignorado,Motocicleta,Negro,2008,Colision,2010
Abril,Viernes,15,Guatemala,16,Mujer,37,No Ebrio,Automovil,Gris,2006,Colision,2010
Abril,Viernes,15,Guatemala,16,Hombre,29,No Ebrio,Automovil,Azul,9999,Colision,2010
Abril,Viernes,15,Guatemala,16,Mujer,19,No Ebrio,Automovil,Gris,9999,Colision,2010
Abril,Sabado,15,Santa Rosa,99,Hombre,29,No Ebrio,Microbus,Verde,2005,Colision,2010
Abril,Sabado,15,Santa Rosa,99,Hombre,23,No Ebrio,Microbus,Blanco,2008,Colision,2010
Abril,Domingo,15,Suchitepequez,99,Hombre,42,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Marzo,Domingo,15,Retalhuleu,99,Hombre,23,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Marzo,Domingo,15,Retalhuleu,99,Hombre,20,No Ebrio,Mototaxi,Rojo,9999,Colision,2010
Abril,Lunes,15,Escuintla,99,Hombre,34,No Ebrio,Bus urbano,Rojo,1992,Colision,2010
Julio,Jueves,15,Quiche,99,Mujer,19,No Ebrio,Automovil,Verde,1995,Colision,2010
Julio,Jueves,15,Quiche,99,Hombre,17,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Marzo,Martes,15,Guatemala,1,Hombre,26,No Ebrio,Motocicleta,Azul,1992,Colision,2010
Marzo,Martes,15,Guatemala,1,Hombre,33,No Ebrio,Ignorado,Gris,1996,Colision,2010
Marzo,Miercoles,15,Guatemala,1,Mujer,55,No Ebrio,Camioneta,Azul,2006,Colision,2010
Marzo,Miercoles,15,Guatemala,1,Hombre,999,No Ebrio,Pick-up,Negro,9999,Colision,2010
Abril,Martes,15,Huehuetenango,99,Hombre,31,No Ebrio,Pick-up,Corinto,1995,Colision,2010
Abril,Martes,15,Huehuetenango,99,Ignorado,999,Ignorado,Microbus,Blanco,9999,Colision,2010
Julio,Sabado,15,Suchitepequez,2,Hombre,35,Ebrio,Automovil,Rojo,1983,Colision,2010
Julio,Sabado,15,Suchitepequez,2,Hombre,28,No Ebrio,Automovil,Azul,1995,Colision,2010
Abril,Jueves,15,Guatemala,12,Hombre,25,Ebrio,Camioneta,Azul,2003,Choque,2010
Septiembre,Jueves,15,Quiche,99,Hombre,34,No Ebrio,Mototaxi,Ignorado,2008,Choque,2010
Julio,Sabado,15,Escuintla,99,Hombre,27,No Ebrio,Bus urbano,Ignorado,9999,Vuelco,2010
Octubre,Lunes,15,Chiquimula,99,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Noviembre,Miercoles,15,Escuintla,99,Ignorado,999,Ignorado,Automovil,Gris,9999,Caida,2010
Enero,Martes,15,Suchitepequez,3,Hombre,27,Ebrio,Motocicleta,Azul,9999,Caida,2010
Mayo,Domingo,15,Escuintla,99,Hombre,58,No Ebrio,Camioneta,Blanco,9999,Choque,2010
Diciembre,Sabado,15,Peten,99,Hombre,38,Ignorado,Motocicleta,Rojo,9999,Vuelco,2010
Mayo,Lunes,15,Alta Verapaz,99,Hombre,31,No Ebrio,Pick-up,Azul,9999,Vuelco,2010
Octubre,Sabado,15,Guatemala,99,Hombre,25,No Ebrio,Bus extraurbano,Amarillo,9999,Vuelco,2010
Febrero,Viernes,15,Izabal,99,Hombre,31,Ignorado,Automovil,Ignorado,9999,Vuelco,2010
Marzo,Jueves,15,Sacatepequez,99,Hombre,24,Ignorado,Automovil,Rojo,9999,Choque,2010
Marzo,Viernes,15,Guatemala,99,Hombre,33,Ignorado,Camion,Verde,9999,Vuelco,2010
Junio,Domingo,15,Peten,99,Ignorado,999,Ignorado,Motocicleta,Rojo,9999,Caida,2010
Febrero,Miercoles,15,Peten,99,Hombre,29,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Octubre,Sabado,15,Chimaltenango,99,Hombre,53,No Ebrio,Pick-up,Corinto,1991,Choque,2010
Enero,Martes,15,Quetzaltenango,99,Ignorado,999,Ignorado,Pick-up,Rojo,9999,Vuelco,2010
Enero,Martes,15,Chimaltenango,99,Hombre,39,Ignorado,Bus extraurbano,Ignorado,1991,Vuelco,2010
Febrero,Sabado,15,Guatemala,99,Hombre,32,Ignorado,Camioneta,Corinto,9999,Vuelco,2010
Diciembre,Miercoles,15,Alta Verapaz,99,Hombre,27,No Ebrio,Pick-up,Gris,9999,Colision,2010
Noviembre,Viernes,15,Izabal,99,Hombre,33,No Ebrio,Camion,Blanco,9999,Vuelco,2010
Mayo,Domingo,15,Jutiapa,99,Hombre,27,No Ebrio,Automovil,Verde,1995,Choque,2010
Mayo,Domingo,15,Izabal,99,Hombre,28,No Ebrio,Ignorado,Ignorado,9999,Caida,2010
Mayo,Martes,15,Zacapa,99,Hombre,28,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Julio,Domingo,15,Huehuetenango,99,Hombre,53,No Ebrio,Pick-up,Beige,9999,Vuelco,2010
Abril,Domingo,15,Izabal,99,Hombre,37,No Ebrio,Camioneta,Corinto,2001,Vuelco,2010
Septiembre,Sabado,15,Retalhuleu,99,Ignorado,999,Ignorado,Automovil,Blanco,1991,Choque,2010
Marzo,Sabado,15,Guatemala,99,Hombre,34,No Ebrio,Bus urbano,Ignorado,9999,Vuelco,2010
Marzo,Sabado,15,El Progreso,99,Hombre,40,No Ebrio,Camioneta,Blanco,9999,Caida,2010
Febrero,Domingo,15,Santa Rosa,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Vuelco,2010
Abril,Sabado,15,Jutiapa,99,Hombre,18,Ignorado,Camioneta,Verde,1998,Vuelco,2010
Abril,Domingo,15,Guatemala,99,Ignorado,999,Ignorado,Automovil,Gris,9999,Choque,2010
Octubre,Sabado,15,Baja Verapaz,99,Hombre,22,No Ebrio,Pick-up,Corinto,1984,Vuelco,2010
Noviembre,Domingo,15,Santa Rosa,99,Hombre,22,No Ebrio,Motocicleta,Azul,9999,Choque,2010
Mayo,Sabado,15,Guatemala,7,Mujer,60,No Ebrio,Camioneta,Rojo,2005,"Derrumbe, Deslave, Erupción volcanica",2010
Octubre,Domingo,15,Suchitepequez,1,Hombre,33,Ignorado,Motocicleta,Rojo,9999,Choque,2010
Abril,Martes,15,El Progreso,99,Hombre,44,No Ebrio,Automovil,Corinto,2000,Vuelco,2010
Mayo,Domingo,15,Guatemala,13,Mujer,54,No Ebrio,Automovil,Negro,9999,"Derrumbe, Deslave, Erupción volcanica",2010
Julio,Lunes,15,Peten,99,Hombre,999,Ignorado,Automovil,Blanco,9999,Vuelco,2010
Septiembre,Miercoles,16,Solola,99,Hombre,35,No Ebrio,Camioneta,Blanco,1990,Colision,2010
Septiembre,Miercoles,16,Solola,99,Hombre,27,No Ebrio,Automovil,Morado,1990,Colision,2010
Agosto,Lunes,16,Escuintla,99,Hombre,28,No Ebrio,Cabezal,Blanco,9999,Colision,2010
Enero,Sabado,16,Quetzaltenango,1,Hombre,32,No Ebrio,Automovil,Corinto,1987,Colision,2010
Enero,Sabado,16,Quetzaltenango,1,Ignorado,999,Ignorado,Microbus,Verde,9999,Colision,2010
Agosto,Lunes,16,Huehuetenango,1,Ignorado,999,Ignorado,Ignorado,Ignorado,9999,Colision,2010
Agosto,Lunes,16,Huehuetenango,1,Hombre,18,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Junio,Miercoles,16,Sacatepequez,99,Mujer,66,No Ebrio,Automovil,Gris,1991,Colision,2010
Junio,Miercoles,16,Sacatepequez,99,Hombre,50,No Ebrio,Camioneta,Verde,2007,Colision,2010
Febrero,Viernes,16,Suchitepequez,99,Mujer,20,No Ebrio,Automovil,Negro,1997,Colision,2010
Febrero,Viernes,16,Suchitepequez,99,Hombre,24,No Ebrio,Motocicleta,Ignorado,2009,Colision,2010
Junio,Jueves,16,Guatemala,3,Hombre,52,No Ebrio,Cabezal,Anaranjado,1992,Colision,2010
Junio,Jueves,16,Guatemala,3,Hombre,32,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Septiembre,Sabado,16,Guatemala,1,Hombre,21,Ebrio,Automovil,Beige,1992,Colision,2010
Noviembre,Martes,16,Sacatepequez,99,Hombre,32,Ignorado,Pick-up,Corinto,1996,Colision,2010
Noviembre,Martes,16,Sacatepequez,99,Hombre,26,Ebrio,Motocicleta,Gris,9999,Colision,2010
Junio,Jueves,16,Quetzaltenango,99,Ignorado,999,Ignorado,Cabezal,Blanco,9999,Colision,2010
Junio,Jueves,16,Quetzaltenango,99,Hombre,59,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Noviembre,Martes,16,Izabal,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Noviembre,Martes,16,Izabal,99,Hombre,24,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Abril,Viernes,16,Jutiapa,99,Hombre,22,No Ebrio,Automovil,Beige,2000,Colision,2010
Abril,Viernes,16,Jutiapa,99,Hombre,33,Ebrio,Pick-up,Gris,9999,Colision,2010
Abril,Viernes,16,Jutiapa,99,Hombre,40,Ebrio,Motocicleta,Azul,9999,Choque,2010
Abril,Viernes,16,Jutiapa,99,Ignorado,999,Ignorado,Pick-up,Negro,9999,Choque,2010
Septiembre,Sabado,16,Guatemala,6,Hombre,40,No Ebrio,Automovil,Gris,9999,Colision,2010
Septiembre,Sabado,16,Guatemala,6,Hombre,29,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Agosto,Martes,16,Quiche,99,Hombre,48,Ebrio,Pick-up,Blanco,1984,Colision,2010
Agosto,Martes,16,Quiche,99,Ignorado,999,Ignorado,Pick-up,Rojo,1990,Colision,2010
Julio,Lunes,16,Jutiapa,99,Hombre,999,No Ebrio,Camion,Blanco,1996,Colision,2010
Julio,Lunes,16,Jutiapa,99,Hombre,27,No Ebrio,Automovil,Rojo,1997,Colision,2010
Enero,Martes,16,Quetzaltenango,99,Hombre,30,No Ebrio,Bus urbano,Azul,1991,Colision,2010
Abril,Viernes,16,Santa Rosa,99,Hombre,32,No Ebrio,Automovil,Negro,1993,Colision,2010
Abril,Viernes,16,Santa Rosa,99,Hombre,24,No Ebrio,Automovil,Blanco,9999,Colision,2010
Julio,Lunes,16,Jalapa,99,Hombre,36,No Ebrio,Pick-up,Rojo,2004,Colision,2010
Enero,Miercoles,16,Santa Rosa,99,Hombre,26,Ebrio,Pick-up,Negro,1989,Colision,2010
Enero,Miercoles,16,Santa Rosa,99,Ignorado,999,Ignorado,Pick-up,Gris,9999,Colision,2010
Agosto,Miercoles,16,Quetzaltenango,2,Hombre,21,No Ebrio,Pick-up,Azul,1990,Colision,2010
Agosto,Miercoles,16,Quetzaltenango,2,Ignorado,999,No Ebrio,Motocicleta,Corinto,9999,Colision,2010
Julio,Lunes,16,Suchitepequez,99,Hombre,27,No Ebrio,Cabezal,Rojo,1988,Colision,2010
Julio,Lunes,16,Suchitepequez,99,Hombre,55,No Ebrio,Motocicleta,Negro,2009,Colision,2010
Agosto,Miercoles,16,El Progreso,99,Hombre,28,No Ebrio,Camion,Blanco,9999,Colision,2010
Agosto,Miercoles,16,El Progreso,99,Hombre,37,No Ebrio,Panel,Blanco,9999,Colision,2010
Agosto,Jueves,16,Escuintla,1,Mujer,999,Ignorado,Jeep,Corinto,9999,Colision,2010
Agosto,Jueves,16,Escuintla,1,Hombre,22,Ebrio,Pick-up,Ignorado,9999,Colision,2010
Abril,Sabado,16,Guatemala,99,Hombre,24,Ignorado,Automovil,Azul,1999,Colision,2010
Abril,Sabado,16,Guatemala,99,Hombre,31,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Noviembre,Viernes,16,Alta Verapaz,99,Hombre,50,Ignorado,Pick-up,Ignorado,1995,Colision,2010
Noviembre,Viernes,16,Alta Verapaz,99,Hombre,57,Ignorado,Cabezal,Blanco,9999,Colision,2010
Abril,Sabado,16,Guatemala,99,Hombre,22,Ignorado,Pick-up,Verde,1993,Colision,2010
Abril,Sabado,16,Guatemala,99,Hombre,28,Ignorado,Automovil,Verde,1997,Colision,2010
Diciembre,Domingo,16,Alta Verapaz,99,Ignorado,999,Ignorado,Pick-up,Amarillo,9999,Colision,2010
Diciembre,Domingo,16,Alta Verapaz,99,Hombre,27,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Julio,Miercoles,16,Guatemala,6,Hombre,28,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Julio,Miercoles,16,Guatemala,6,Hombre,42,No Ebrio,Automovil,Verde,9999,Colision,2010
Junio,Martes,16,Baja Verapaz,99,Mujer,33,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Junio,Martes,16,Baja Verapaz,99,Hombre,23,Ebrio,Pick-up,Azul,9999,Colision,2010
Agosto,Viernes,16,San Marcos,99,Hombre,45,No Ebrio,Automovil,Negro,1994,Colision,2010
Agosto,Viernes,16,San Marcos,99,Ignorado,999,Ignorado,Bus extraurbano,Celeste,9999,Colision,2010
Septiembre,Martes,16,Retalhuleu,99,Hombre,46,No Ebrio,Pick-up,Blanco,9999,Colision,2010
Septiembre,Martes,16,Retalhuleu,99,Hombre,22,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Mayo,Miercoles,16,Quetzaltenango,99,Hombre,22,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Mayo,Miercoles,16,Quetzaltenango,99,Hombre,50,Ebrio,Pick-up,Verde,9999,Colision,2010
Julio,Jueves,16,Peten,99,Hombre,33,No Ebrio,Pick-up,Blanco,1982,Colision,2010
Julio,Jueves,16,Peten,99,Hombre,23,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Mayo,Miercoles,16,Alta Verapaz,4,Mujer,31,No Ebrio,Automovil,Azul,2008,Colision,2010
Mayo,Miercoles,16,Alta Verapaz,4,Hombre,23,No Ebrio,Motocicleta,Rojo,2009,Colision,2010
Febrero,Viernes,16,San Marcos,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Febrero,Viernes,16,San Marcos,99,Hombre,19,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Septiembre,Miercoles,16,Santa Rosa,99,Hombre,999,Ignorado,Pick-up,Gris,1986,Colision,2010
Diciembre,Jueves,16,Guatemala,6,Hombre,31,Ignorado,Bus urbano,Rojo,1991,Colision,2010
Diciembre,Jueves,16,Guatemala,6,Hombre,27,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Abril,Domingo,16,Izabal,99,Hombre,28,Ignorado,Automovil,Ignorado,9999,Colision,2010
Abril,Domingo,16,Izabal,99,Ignorado,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Febrero,Sabado,16,Guatemala,1,Hombre,30,No Ebrio,Automovil,Blanco,2006,Colision,2010
Febrero,Sabado,16,Guatemala,1,Hombre,19,Ignorado,Motocicleta,Rojo,2007,Colision,2010
Febrero,Sabado,16,Guatemala,18,Hombre,17,No Ebrio,Automovil,Blanco,1989,Colision,2010
Febrero,Sabado,16,Guatemala,18,Hombre,39,No Ebrio,Taxi,Blanco,9999,Colision,2010
Abril,Domingo,16,Chimaltenango,99,Hombre,19,Ignorado,Pick-up,Cafe,1986,Colision,2010
Abril,Domingo,16,Chimaltenango,99,Ignorado,999,Ignorado,Automovil,Gris,2002,Colision,2010
Abril,Lunes,16,Guatemala,8,Hombre,999,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Abril,Lunes,16,Guatemala,8,Hombre,28,No Ebrio,Camioneta,Verde,9999,Colision,2010
Agosto,Domingo,16,Alta Verapaz,99,Ignorado,999,Ignorado,Automovil,Ignorado,9999,Colision,2010
Agosto,Domingo,16,Alta Verapaz,99,Mujer,16,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Noviembre,Sabado,16,Santa Rosa,99,Hombre,22,No Ebrio,Automovil,Blanco,1993,Colision,2010
Noviembre,Sabado,16,Santa Rosa,99,Hombre,33,Ebrio,Pick-up,Blanco,9999,Colision,2010
Octubre,Jueves,16,Guatemala,3,Ignorado,999,Ignorado,Pick-up,Ignorado,1986,Colision,2010
Octubre,Jueves,16,Guatemala,3,Hombre,30,Ebrio,Automovil,Rojo,1992,Colision,2010
Mayo,Lunes,16,Santa Rosa,99,Hombre,39,No Ebrio,Pick-up,Corinto,1991,Colision,2010
Mayo,Lunes,16,Santa Rosa,99,Hombre,36,No Ebrio,Pick-up,Morado,9999,Colision,2010
Abril,Miercoles,16,Suchitepequez,99,Hombre,32,No Ebrio,Pick-up,Verde,1994,Colision,2010
Abril,Miercoles,16,Suchitepequez,99,Hombre,54,No Ebrio,Motocicleta,Rojo,2007,Colision,2010
Julio,Lunes,16,San Marcos,99,Ignorado,999,No Ebrio,Automovil,Negro,1997,Colision,2010
Julio,Lunes,16,San Marcos,99,Ignorado,999,No Ebrio,Automovil,Blanco,9999,Colision,2010
