mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,estado_con,tipo_veh,color_veh,modelo_veh,tipo_eve,year
Mayo,Sabado,14,Alta Verapaz,99,Hombre,34,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Agosto,Viernes,14,Chimaltenango,99,Hombre,40,No Ebrio,Pick-up,Verde,2005,Colision,2010
Mayo,Sabado,14,Escuintla,99,Hombre,34,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Junio,Domingo,14,Suchitepequez,99,Hombre,32,No Ebrio,Automovil,Blanco,1994,Colision,2010
Agosto,Jueves,14,Izabal,99,Hombre,27,No Ebrio,Pick-up,Negro,9999,Colision,2010
Mayo,Miercoles,14,Guatemala,99,Hombre,30,Ignorado,Panel,Blanco,2009,Vuelco,2010
Marzo,Sabado,14,Guatemala,13,Hombre,23,Ignorado,Pick-up,Negro,9999,Caida,2010
Octubre,Lunes,14,Izabal,99,Hombre,28,No Ebrio,Pick-up,Rojo,9999,Choque,2010
Agosto,Martes,14,Huehuetenango,99,Hombre,35,No Ebrio,Tractor,Ignorado,9999,Vuelco,2010
Enero,Domingo,14,Guatemala,99,Hombre,59,Ignorado,Camioneta,Ignorado,9999,Choque,2010
Febrero,Miercoles,15,Peten,99,Hombre,30,Ignorado,Camioneta,Ignorado,9999,Colision,2010
Octubre,Martes,15,San Marcos,99,Hombre,37,Ebrio,Motocicleta,Rojo,9999,Colision,2010
Marzo,Sabado,15,Guatemala,1,Hombre,18,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Marzo,Sabado,15,Jutiapa,99,Hombre,20,Ignorado,Motocicleta,Blanco,9999,Colision,2010
Octubre,Lunes,15,Peten,99,Hombre,51,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Octubre,Miercoles,15,Escuintla,99,Hombre,38,No Ebrio,Automovil,Azul,9999,Colision,2010
Agosto,Sabado,15,Guatemala,99,Hombre,70,No Ebrio,Automovil,Gris,9999,Colision,2010
Abril,Domingo,15,Suchitepequez,99,Ignorado,999,Ignorado,Camion,Blanco,9999,Colision,2010
Abril,Lunes,15,Escuintla,99,Hombre,55,No Ebrio,Pick-up,Rojo,9999,Colision,2010
Febrero,Miercoles,15,Huehuetenango,99,Hombre,37,No Ebrio,Pick-up,Negro,2007,Caida,2010
Noviembre,Lunes,15,Guatemala,99,Hombre,30,Ignorado,Camion,Blanco,9999,Vuelco,2010
Enero,Miercoles,15,Baja Verapaz,99,Hombre,27,Ignorado,Pick-up,Azul,9999,Caida,2010
Febrero,Lunes,15,Escuintla,99,Hombre,42,Ignorado,Pick-up,Blanco,9999,Choque,2010
Junio,Jueves,15,Jutiapa,99,Hombre,25,No Ebrio,Automovil,Blanco,1997,Choque,2010
Julio,Martes,15,Quetzaltenango,99,Hombre,31,Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Agosto,Lunes,16,Escuintla,99,Hombre,46,No Ebrio,Pick-up,Corinto,9999,Colision,2010
Enero,Martes,16,Quetzaltenango,99,Hombre,30,No Ebrio,Pick-up,Rojo,1984,Colision,2010
Septiembre,Miercoles,16,Santa Rosa,99,Hombre,999,Ebrio,Automovil,Rojo,1997,Colision,2010
Julio,Miercoles,16,Suchitepequez,99,Hombre,46,Ignorado,Pick-up,Blanco,2003,Colision,2010
Septiembre,Miercoles,16,Jutiapa,99,Hombre,26,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Julio,Martes,16,Guatemala,99,Hombre,34,Ignorado,Motocicleta,Negro,9999,Colision,2010
Octubre,Domingo,16,Quetzaltenango,99,Hombre,40,Ignorado,Automovil,Blanco,9999,Colision,2010
Abril,Jueves,16,Escuintla,99,Hombre,999,No Ebrio,Bus urbano,Ignorado,9999,Colision,2010
Octubre,Martes,16,Peten,99,Hombre,24,Ignorado,Motocicleta,Azul,9999,Colision,2010
Marzo,Jueves,16,Chiquimula,99,Hombre,43,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Agosto,Sabado,16,Jutiapa,99,Hombre,57,No Ebrio,Automovil,Anaranjado,1983,Colision,2010
Agosto,Lunes,16,Guatemala,8,Hombre,18,No Ebrio,Automovil,Gris,2007,Colision,2010
Abril,Sabado,16,El Progreso,99,Hombre,26,No Ebrio,Camion,Blanco,1988,Colision,2010
Enero,Domingo,16,Baja Verapaz,99,Hombre,23,Ignorado,Pick-up,Azul,1995,Vuelco,2010
Marzo,Martes,16,Escuintla,99,Hombre,48,Ignorado,Camion,Ignorado,9999,Choque,2010
Septiembre,Jueves,16,Izabal,99,Hombre,55,Ignorado,Pick-up,Anaranjado,1980,Caida,2010
Abril,Lunes,16,San Marcos,99,Hombre,36,No Ebrio,Pick-up,Blanco,9999,Choque,2010
Abril,Lunes,16,Baja Verapaz,99,Hombre,27,No Ebrio,Taxi,Blanco,9999,Caida,2010
Julio,Miercoles,16,Solola,99,Hombre,33,Ignorado,Automovil,Cafe,1992,Caida,2010
Julio,Sabado,16,Huehuetenango,99,Hombre,62,No Ebrio,Ignorado,Ignorado,9999,Vuelco,2010
Febrero,Jueves,17,Chiquimula,99,Hombre,19,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Diciembre,Viernes,17,Guatemala,99,Hombre,29,Ignorado,Automovil,Verde,2000,Colision,2010
Septiembre,Domingo,17,Peten,99,Hombre,25,No Ebrio,Motocicleta,Gris,9999,Colision,2010
Enero,Sabado,17,Guatemala,12,Hombre,20,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Agosto,Sabado,17,Sacatepequez,99,Hombre,28,No Ebrio,Automovil,Negro,9999,Colision,2010
Mayo,Viernes,17,Jutiapa,99,Hombre,43,No Ebrio,Pick-up,Negro,1990,Colision,2010
Octubre,Miercoles,17,Jutiapa,99,Hombre,36,Ignorado,Pick-up,Gris,9999,Colision,2010
Enero,Sabado,17,Guatemala,15,Hombre,28,Ignorado,Automovil,Blanco,1999,Colision,2010
Marzo,Martes,17,Suchitepequez,99,Hombre,50,Ignorado,Motocicleta,Negro,2005,Colision,2010
Septiembre,Viernes,17,Escuintla,99,Hombre,35,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Junio,Domingo,17,Zacapa,99,Hombre,25,No Ebrio,Camioneta,Negro,9999,Colision,2010
Agosto,Sabado,17,Guatemala,2,Hombre,21,Ignorado,Motocicleta,Azul,9999,Colision,2010
Noviembre,Miercoles,17,Suchitepequez,99,Hombre,25,No Ebrio,Camion,Blanco,1999,Colision,2010
Mayo,Miercoles,17,Chiquimula,99,Ignorado,999,Ignorado,Camioneta,Corinto,9999,Colision,2010
Septiembre,Sabado,17,Suchitepequez,99,Hombre,31,Ignorado,Motocicleta,Negro,2010,Colision,2010
Diciembre,Viernes,17,Escuintla,99,Hombre,38,Ignorado,Pick-up,Blanco,2004,Vuelco,2010
Noviembre,Sabado,17,Alta Verapaz,99,Hombre,28,Ignorado,Bus extraurbano,Ignorado,9999,Caida,2010
Noviembre,Miercoles,17,Zacapa,99,Hombre,31,Ignorado,Automovil,Verde,9999,Choque,2010
Marzo,Jueves,17,Chiquimula,99,Hombre,30,Ignorado,Pick-up,Rojo,9999,Choque,2010
Enero,Domingo,17,Chiquimula,99,Hombre,60,Ignorado,Pick-up,Gris,9999,Caida,2010
Enero,Lunes,17,Huehuetenango,99,Ignorado,999,Ignorado,Pick-up,Rojo,9999,Caida,2010
Junio,Domingo,17,Zacapa,99,Hombre,45,No Ebrio,Camioneta,Negro,2002,Vuelco,2010
Marzo,Martes,17,Izabal,99,Hombre,28,Ebrio,Motocicleta,Ignorado,9999,Caida,2010
Marzo,Jueves,17,Jalapa,99,Hombre,999,Ignorado,Camion,Amarillo,1998,Caida,2010
Julio,Domingo,17,Guatemala,99,Hombre,25,Ignorado,Motocicleta,Negro,2007,Choque,2010
Agosto,Lunes,17,Izabal,99,Hombre,43,No Ebrio,Camioneta,Verde,9999,Choque,2010
Agosto,Lunes,17,Peten,99,Hombre,33,No Ebrio,Camioneta,Ignorado,9999,Vuelco,2010
Mayo,Sabado,18,Totonicapan,99,Hombre,24,No Ebrio,Automovil,Azul,9999,Colision,2010
Julio,Domingo,18,Izabal,99,Hombre,34,No Ebrio,Ignorado,Ignorado,9999,Colision,2010
Mayo,Martes,18,Peten,99,Hombre,23,No Ebrio,Pick-up,Verde,9999,Colision,2010
Diciembre,Domingo,18,Quetzaltenango,99,Hombre,23,Ignorado,Motocicleta,Ignorado,2010,Colision,2010
Julio,Jueves,18,Escuintla,99,Hombre,38,No Ebrio,Automovil,Verde,9999,Colision,2010
Octubre,Jueves,18,Santa Rosa,99,Hombre,34,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Septiembre,Jueves,18,El Progreso,99,Hombre,36,Ebrio,Automovil,Blanco,2005,Colision,2010
Abril,Viernes,18,Zacapa,99,Hombre,36,Ebrio,Motocicleta,Negro,9999,Caida,2010
Abril,Domingo,18,Guatemala,99,Hombre,40,Ignorado,Camioneta,Verde,9999,Caida,2010
Febrero,Sabado,18,Suchitepequez,99,Hombre,38,Ignorado,Camion,Verde,9999,Caida,2010
Septiembre,Jueves,18,Retalhuleu,99,Hombre,43,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Abril,Miercoles,18,Izabal,99,Hombre,999,Ignorado,Cabezal,Ignorado,9999,Vuelco,2010
Octubre,Sabado,18,Solola,99,Hombre,24,No Ebrio,Ignorado,Ignorado,9999,Vuelco,2010
Marzo,Domingo,18,Jalapa,99,Hombre,20,Ebrio,Camioneta,Gris,9999,Vuelco,2010
Abril,Sabado,18,Jutiapa,99,Hombre,37,No Ebrio,Camion,Ignorado,9999,Choque,2010
Septiembre,Lunes,18,Santa Rosa,99,Hombre,45,No Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Agosto,Domingo,18,Santa Rosa,99,Hombre,35,No Ebrio,Pick-up,Cafe,1996,Caida,2010
Julio,Sabado,18,El Progreso,99,Hombre,18,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Diciembre,Miercoles,19,Izabal,99,Hombre,38,Ignorado,Motocicleta,Azul,9999,Colision,2010
Enero,Viernes,19,Izabal,99,Hombre,54,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Octubre,Lunes,19,Chiquimula,99,Hombre,23,Ignorado,Motocicleta,Negro,9999,Colision,2010
Marzo,Viernes,19,Jutiapa,99,Hombre,999,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Marzo,Viernes,19,Jutiapa,99,Hombre,30,Ignorado,Automovil,Verde,9999,Colision,2010
Febrero,Domingo,19,Guatemala,99,Hombre,25,Ignorado,Motocicleta,Azul,9999,Colision,2010
Julio,Jueves,19,Peten,99,Hombre,25,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Abril,Sabado,19,Peten,99,Hombre,72,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Agosto,Martes,19,Alta Verapaz,99,Hombre,32,No Ebrio,Pick-up,Ignorado,9999,Colision,2010
Noviembre,Domingo,19,Jutiapa,99,Hombre,26,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Septiembre,Sabado,19,El Progreso,99,Ignorado,999,Ignorado,Camioneta,Rojo,9999,Colision,2010
Septiembre,Sabado,19,El Progreso,99,Hombre,38,Ignorado,Camioneta,Rojo,9999,Colision,2010
Junio,Viernes,19,El Progreso,99,Ignorado,999,Ignorado,Pick-up,Rojo,9999,Colision,2010
Abril,Viernes,19,Escuintla,99,Hombre,25,Ignorado,Automovil,Beige,9999,Colision,2010
Abril,Jueves,19,Totonicapan,99,Hombre,43,Ignorado,Pick-up,Rojo,9999,Colision,2010
Marzo,Lunes,19,Zacapa,99,Hombre,52,No Ebrio,Pick-up,Gris,2008,Colision,2010
Marzo,Lunes,19,Zacapa,99,Hombre,38,No Ebrio,Microbus,Blanco,2009,Colision,2010
Julio,Viernes,19,Santa Rosa,99,Hombre,999,Ignorado,Automovil,Negro,9999,Colision,2010
Abril,Viernes,19,Huehuetenango,99,Hombre,33,Ebrio,Motocicleta,Rojo,9999,Colision,2010
Julio,Jueves,19,Chiquimula,99,Hombre,35,Ignorado,Ignorado,Ignorado,9999,Choque,2010
Abril,Sabado,19,Zacapa,99,Hombre,30,Ignorado,Motocicleta,Negro,9999,Caida,2010
Enero,Domingo,19,Chiquimula,99,Hombre,25,Ignorado,Pick-up,Rojo,9999,Vuelco,2010
Septiembre,Sabado,19,Sacatepequez,99,Hombre,49,No Ebrio,Motocicleta,Ignorado,2009,Choque,2010
Mayo,Martes,19,San Marcos,99,Hombre,50,Ignorado,Automovil,Verde,9999,Caida,2010
Octubre,Martes,19,Jutiapa,99,Hombre,20,No Ebrio,Motocicleta,Azul,9999,Choque,2010
Abril,Sabado,19,Izabal,99,Hombre,35,No Ebrio,Camion,Blanco,9999,Choque,2010
Diciembre,Domingo,19,Totonicapan,99,Hombre,18,Ignorado,Automovil,Blanco,9999,Caida,2010
Marzo,Sabado,19,Escuintla,99,Ignorado,999,Ignorado,Cabezal,Ignorado,9999,Colision,2010
Marzo,Martes,19,Guatemala,15,Hombre,62,Ignorado,Automovil,Beige,1977,Choque,2010
Noviembre,Martes,19,Izabal,99,Hombre,999,No Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Junio,Miercoles,20,Izabal,99,Hombre,32,No Ebrio,Pick-up,Azul,9999,Colision,2010
Abril,Jueves,20,Peten,99,Hombre,40,No Ebrio,Pick-up,Verde,9999,Colision,2010
Abril,Jueves,20,Quiche,99,Ignorado,999,Ebrio,Camioneta,Rojo,1996,Vuelco,2010
Noviembre,Miercoles,20,Baja Verapaz,99,Hombre,27,No Ebrio,Pick-up,Azul,9999,Colision,2010
Septiembre,Sabado,20,Chiquimula,99,Hombre,28,No Ebrio,Automovil,Gris,1997,Colision,2010
Febrero,Jueves,20,Jutiapa,99,Hombre,44,Ignorado,Pick-up,Rojo,9999,Colision,2010
Diciembre,Domingo,20,El Progreso,99,Hombre,22,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Junio,Sabado,20,Retalhuleu,99,Hombre,24,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Enero,Sabado,20,Peten,99,Hombre,30,Ignorado,Motocicleta,Gris,9999,Colision,2010
Octubre,Jueves,20,Zacapa,99,Hombre,45,Ignorado,Pick-up,Verde,9999,Colision,2010
Abril,Miercoles,20,Quetzaltenango,8,Hombre,33,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Marzo,Lunes,20,Izabal,99,Hombre,30,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Febrero,Domingo,20,Chiquimula,99,Hombre,39,Ignorado,Motocicleta,Negro,9999,Colision,2010
Septiembre,Sabado,20,Quetzaltenango,99,Hombre,24,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Octubre,Jueves,20,Escuintla,99,Hombre,19,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Marzo,Miercoles,20,Alta Verapaz,99,Hombre,55,Ignorado,Motocicleta,Rojo,1993,Colision,2010
Marzo,Miercoles,20,Sacatepequez,99,Hombre,999,Ignorado,Automovil,Azul,9999,Colision,2010
Agosto,Lunes,20,Chimaltenango,99,Hombre,24,No Ebrio,Pick-up,Azul,9999,Colision,2010
Marzo,Lunes,20,Retalhuleu,99,Hombre,999,Ignorado,Camion,Ignorado,9999,Colision,2010
Abril,Lunes,20,Santa Rosa,99,Hombre,55,No Ebrio,Motocicleta,Corinto,9999,Colision,2010
Enero,Viernes,20,Jutiapa,99,Hombre,21,Ignorado,Motocicleta,Negro,9999,Caida,2010
Abril,Jueves,20,Guatemala,4,Hombre,45,Ignorado,Motocicleta,Azul,9999,Choque,2010
Febrero,Jueves,20,Jalapa,99,Hombre,23,Ignorado,Automovil,Rojo,1985,Choque,2010
Octubre,Viernes,20,Escuintla,99,Mujer,29,Ignorado,Pick-up,Verde,9999,Choque,2010
Marzo,Lunes,20,Santa Rosa,99,Hombre,28,Ignorado,Automovil,Azul,2006,Caida,2010
Abril,Domingo,20,Guatemala,7,Hombre,26,Ebrio,Motocicleta,Negro,9999,Choque,2010
Noviembre,Martes,20,Chiquimula,1,Hombre,19,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Abril,Jueves,20,Peten,99,Hombre,35,No Ebrio,Pick-up,Gris,9999,Vuelco,2010
Agosto,Viernes,20,Alta Verapaz,99,Hombre,29,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Marzo,Lunes,20,Peten,99,Hombre,20,Ignorado,Motocicleta,Negro,9999,Choque,2010
Diciembre,Viernes,20,Guatemala,9,Hombre,25,Ignorado,Automovil,Rojo,9999,Choque,2010
Junio,Sabado,20,Peten,99,Hombre,26,Ebrio,Motocicleta,Rojo,9999,Caida,2010
Enero,Sabado,20,Guatemala,13,Hombre,20,Ignorado,Motocicleta,Rojo,2007,Choque,2010
Julio,Sabado,20,Santa Rosa,99,Hombre,34,No Ebrio,Motocicleta,Negro,9999,Choque,2010
Agosto,Martes,20,Escuintla,99,Hombre,38,No Ebrio,Motocicleta,Corinto,9999,Choque,2010
Abril,Jueves,21,Quetzaltenango,99,Hombre,28,No Ebrio,Motocicleta,Ignorado,9999,Colision,2010
Agosto,Viernes,21,Chiquimula,99,Hombre,34,No Ebrio,Mototaxi,Rojo,9999,Colision,2010
Mayo,Miercoles,21,Escuintla,99,Hombre,23,No Ebrio,Motocicleta,Rojo,2007,Colision,2010
Noviembre,Sabado,21,Quetzaltenango,5,Hombre,37,Ignorado,Automovil,Beige,1991,Colision,2010
Julio,Domingo,21,Peten,99,Hombre,50,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Diciembre,Lunes,21,Guatemala,99,Hombre,30,Ignorado,Motocicleta,Azul,9999,Colision,2010
Enero,Sabado,21,Totonicapan,1,Hombre,66,Ignorado,Pick-up,Gris,1993,Colision,2010
Diciembre,Viernes,21,Santa Rosa,99,Hombre,38,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Julio,Martes,21,Izabal,99,Hombre,999,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Enero,Viernes,21,Escuintla,99,Hombre,32,Ignorado,Motocicleta,Verde,2002,Colision,2010
Febrero,Domingo,21,Escuintla,99,Hombre,19,Ignorado,Motocicleta,Corinto,9999,Colision,2010
Enero,Domingo,21,Quetzaltenango,99,Hombre,52,Ignorado,Pick-up,Azul,9999,Colision,2010
Diciembre,Sabado,21,Quetzaltenango,99,Hombre,20,Ignorado,Motocicleta,Rojo,2007,Colision,2010
Marzo,Sabado,21,El Progreso,99,Hombre,37,No Ebrio,Motocicleta,Azul,2009,Colision,2010
Abril,Jueves,21,Guatemala,10,Hombre,25,Ignorado,Motocicleta,Azul,9999,Colision,2010
Mayo,Domingo,21,Escuintla,99,Hombre,17,No Ebrio,Microbus,Azul,2001,Choque,2010
Diciembre,Sabado,21,Huehuetenango,99,Hombre,60,No Ebrio,Pick-up,Blanco,1984,Caida,2010
Diciembre,Sabado,21,El Progreso,99,Hombre,45,No Ebrio,Ignorado,Blanco,9999,Vuelco,2010
Julio,Viernes,21,Escuintla,99,Hombre,23,No Ebrio,Motocicleta,Azul,9999,Choque,2010
Junio,Martes,21,Escuintla,99,Hombre,45,No Ebrio,Motocicleta,Rojo,9999,Caida,2010
Noviembre,Domingo,21,Jutiapa,99,Hombre,40,Ignorado,Pick-up,Gris,9999,Vuelco,2010
Febrero,Jueves,21,Santa Rosa,99,Hombre,24,Ebrio,Pick-up,Corinto,1993,Vuelco,2010
Febrero,Sabado,21,Guatemala,99,Hombre,41,Ignorado,Automovil,Rojo,9999,Colision,2010
Junio,Domingo,21,Escuintla,99,Hombre,26,No Ebrio,Motocicleta,Negro,2008,Choque,2010
Marzo,Domingo,21,Guatemala,99,Hombre,43,No Ebrio,Mototaxi,Rojo,9999,Choque,2010
Diciembre,Viernes,22,Izabal,99,Hombre,34,Ignorado,Motocicleta,Gris,9999,Colision,2010
Febrero,Sabado,22,San Marcos,99,Hombre,25,Ignorado,Motocicleta,Negro,9999,Colision,2010
Julio,Domingo,22,Santa Rosa,99,Hombre,39,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Julio,Domingo,22,Santa Rosa,99,Hombre,19,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Junio,Martes,22,Guatemala,6,Hombre,21,No Ebrio,Motocicleta,Azul,9999,Colision,2010
Septiembre,Sabado,22,Guatemala,12,Hombre,24,No Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Abril,Jueves,22,Chiquimula,99,Hombre,27,No Ebrio,Automovil,Beige,2003,Colision,2010
Diciembre,Domingo,22,Escuintla,99,Hombre,23,No Ebrio,Motocicleta,Rojo,9999,Colision,2010
Marzo,Lunes,22,Santa Rosa,99,Hombre,52,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Marzo,Jueves,22,Guatemala,99,Hombre,21,Ignorado,Camion,Blanco,9999,Choque,2010
Marzo,Miercoles,22,Izabal,99,Hombre,26,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Julio,Domingo,22,Peten,99,Hombre,46,No Ebrio,Pick-up,Negro,9999,Vuelco,2010
Junio,Viernes,22,Alta Verapaz,99,Ignorado,999,No Ebrio,Camion,Ignorado,9999,Vuelco,2010
Febrero,Sabado,22,Guatemala,18,Hombre,25,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Marzo,Martes,22,Guatemala,18,Hombre,23,Ignorado,Automovil,Beige,9999,Choque,2010
Octubre,Domingo,22,Guatemala,99,Ignorado,999,Ignorado,Pick-up,Blanco,9999,Choque,2010
Octubre,Martes,22,Sacatepequez,99,Hombre,48,Ignorado,Camion,Corinto,9999,Vuelco,2010
Marzo,Lunes,22,Chiquimula,99,Hombre,50,Ignorado,Cabezal,Amarillo,9999,Vuelco,2010
Septiembre,Jueves,22,Izabal,99,Hombre,33,Ignorado,Motocicleta,Ignorado,9999,Choque,2010
Octubre,Viernes,23,Guatemala,5,Hombre,26,No Ebrio,Motocicleta,Negro,9999,Colision,2010
Junio,Miercoles,23,Guatemala,8,Hombre,29,Ebrio,Automovil,Celeste,9999,Colision,2010
Diciembre,Viernes,23,Guatemala,12,Hombre,20,Ignorado,Pick-up,Ignorado,9999,Colision,2010
Junio,Viernes,23,Guatemala,99,Ignorado,999,Ignorado,Cabezal,Ignorado,9999,Colision,2010
Julio,Domingo,23,Guatemala,11,Hombre,30,Ignorado,Automovil,Gris,9999,Colision,2010
Diciembre,Sabado,23,Escuintla,99,Hombre,30,Ebrio,Motocicleta,Gris,9999,Colision,2010
Septiembre,Viernes,23,Escuintla,99,Hombre,44,No Ebrio,Pick-up,Rojo,9999,Colision,2010
Diciembre,Viernes,23,El Progreso,99,Hombre,28,No Ebrio,Automovil,Negro,1986,Colision,2010
Agosto,Sabado,23,Peten,99,Hombre,28,No Ebrio,Pick-up,Negro,2009,Colision,2010
Junio,Martes,23,Escuintla,99,Hombre,41,No Ebrio,Automovil,Corinto,1998,Caida,2010
Agosto,Lunes,23,Sacatepequez,99,Hombre,30,No Ebrio,Pick-up,Rojo,9999,Choque,2010
Agosto,Martes,23,Guatemala,9,Hombre,38,Ignorado,Camion,Azul,9999,Choque,2010
Marzo,Martes,23,Quiche,99,Hombre,57,Ignorado,Cabezal,Blanco,9999,Choque,2010
Junio,Domingo,23,Jalapa,99,Hombre,32,No Ebrio,Pick-up,Blanco,9999,Choque,2010
Septiembre,Domingo,23,Guatemala,11,Hombre,34,Ignorado,Motocicleta,Azul,9999,Choque,2010
Junio,Jueves,23,Guatemala,12,Hombre,24,No Ebrio,Ignorado,Verde,1994,Vuelco,2010
Octubre,Lunes,23,Suchitepequez,99,Hombre,65,No Ebrio,Camioneta,Azul,1992,Choque,2010
Diciembre,Viernes,23,Zacapa,99,Hombre,50,Ignorado,Motocicleta,Amarillo,1995,Choque,2010
Mayo,Miercoles,23,Santa Rosa,99,Hombre,24,No Ebrio,Pick-up,Blanco,9999,Vuelco,2010
Junio,Miercoles,23,Escuintla,99,Hombre,23,Ebrio,Motocicleta,Azul,1996,Choque,2010
Agosto,Jueves,23,Guatemala,15,Hombre,30,No Ebrio,Automovil,Ignorado,9999,Choque,2010
Julio,Jueves,23,Alta Verapaz,99,Hombre,29,Ebrio,Motocicleta,Ignorado,9999,Caida,2010
Octubre,Jueves,7,Guatemala,99,Ignorado,999,Ignorado,Bus urbano,Ignorado,9999,Caida,2010
Julio,Domingo,15,Baja Verapaz,99,Hombre,35,No Ebrio,Pick-up,Blanco,1986,Colision,2010
Mayo,Sabado,22,Guatemala,99,Hombre,999,No Ebrio,Pick-up,Negro,9999,"Derrumbe, Deslave, Erupción volcanica",2010
Abril,Lunes,3,Alta Verapaz,99,Hombre,999,No Ebrio,Pick-up,Gris,1993,Caida,2010
Diciembre,Domingo,15,Peten,99,Mujer,19,Ignorado,Motocicleta,Ignorado,9999,Colision,2010
Junio,Viernes,16,Baja Verapaz,99,Hombre,40,No Ebrio,Camioneta,Gris,2008,Colision,2010
Junio,Martes,18,Quiche,99,Hombre,18,No Ebrio,Camioneta,Negro,9999,Colision,2010
Diciembre,Lunes,8,Quiche,99,Hombre,17,No Ebrio,Pick-up,Negro,9999,Vuelco,2010
Febrero,Domingo,17,Chiquimula,99,Mujer,46,Ignorado,Pick-up,Blanco,9999,Colision,2010
Agosto,Martes,0,Baja Verapaz,99,Hombre,31,Ebrio,Pick-up,Blanco,9999,Caida,2010
Enero,Viernes,1,Escuintla,99,Hombre,35,Ebrio,Motocicleta,Azul,9999,Caida,2010
Agosto,Lunes,1,Guatemala,12,Mujer,21,No Ebrio,Automovil,Azul,2000,Choque,2010
Diciembre,Domingo,2,Guatemala,18,Mujer,34,Ignorado,Automovil,Corinto,2002,Choque,2010
Agosto,Jueves,2,Suchitepequez,99,Mujer,40,Ignorado,Motocicleta,Rojo,9999,Colision,2010
Abril,Miercoles,2,Izabal,99,Mujer,24,No Ebrio,Motocicleta,Ignorado,9999,Choque,2010
Septiembre,Jueves,4,Quetzaltenango,7,Mujer,35,Ignorado,Automovil,Rojo,2000,Colision,2010
Marzo,Domingo,4,Guatemala,7,Hombre,20,No Ebrio,Automovil,Negro,9999,Colision,2010
Agosto,Domingo,4,Zacapa,99,Hombre,19,No Ebrio,Pick-up,Negro,9999,Choque,2010
Diciembre,Domingo,6,Guatemala,7,Mujer,24,Ignorado,Motocicleta,Negro,9999,Colision,2010
Julio,Lunes,6,Guatemala,1,Ignorado,999,Ignorado,Bus extraurbano,Blanco,9999,Vuelco,2010
Noviembre,Domingo,6,Santa Rosa,99,Hombre,39,No Ebrio,Pick-up,Negro,1990,Choque,2010
Diciembre,Sabado,6,Baja Verapaz,99,Hombre,23,No Ebrio,Automovil,Rojo,1993,Caida,2010
Septiembre,Viernes,7,Guatemala,1,Hombre,40,No Ebrio,Camioneta,Gris,1992,Colision,2010
Octubre,Domingo,7,Quetzaltenango,99,Hombre,56,Ignorado,Pick-up,Azul,1993,Vuelco,2010
Agosto,Jueves,7,Peten,99,Hombre,33,No Ebrio,Automovil,Azul,2000,Vuelco,2010
Diciembre,Sabado,8,Escuintla,99,Hombre,33,No Ebrio,Automovil,Ignorado,9999,Colision,2010
Abril,Miercoles,8,Chimaltenango,99,Hombre,63,No Ebrio,Microbus,Blanco,2008,Colision,2010
Agosto,Martes,8,Zacapa,99,Hombre,42,No Ebrio,Automovil,Blanco,2004,Colision,2010
Mayo,Sabado,9,Santa Rosa,99,Mujer,62,No Ebrio,Pick-up,Gris,2003,Colision,2010
Agosto,Domingo,9,El Progreso,99,Mujer,18,Ignorado,Automovil,Rojo,2009,Colision,2010
Agosto,Miercoles,9,Retalhuleu,99,Hombre,37,No Ebrio,Microbus,Ignorado,9999,Colision,2010
