"año_ocu",dia_ocu,"hora_ocu","g_hora","g_hora_5","mes_ocu",dia_sem_ocu,"mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","year"
2017,31,"3","00:00 a 05:59","Mañana","Marzo","Viernes","Chichicastenango","Quiche","Ignorada","Hombre","33","30-34","30-34","30 - 34 ","No ebrio","Mayor","Camión","Hino","Blanco","Ignorado","Ignorado","Vuelco","2017"
2017,31,"23","18:00 a 23:59","Noche","Marzo","Viernes","Escuintla","Escuintla","Ignorada","Hombre","30","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,31,"23","18:00 a 23:59","Noche","Marzo","Viernes","Nueva Concepción","Escuintla","Ignorada","Hombre","40","40-44","40-44","40 - 44 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,31,"13","12:00 a 17:59","Tarde","Marzo","Viernes","Guatemala","Guatemala","6","Hombre","39","35-39","35-39","35 - 39 ","No ebrio","Mayor","Automóvil","Toyota","Ignorado","2008","2000-2009","Choque","2017"
2017,31,"13","12:00 a 17:59","Tarde","Marzo","Viernes","Guatemala","Guatemala","6","Hombre","42","40-44","40-44","40 - 44 ","No ebrio","Mayor","Camión","Ignorado","Blanco","Ignorado","Ignorado","Choque","2017"
2017,31,"4","00:00 a 05:59","Mañana","Marzo","Viernes","Ixcán","Quiche","Ignorada","Hombre","69","65-69","60 y más","65 - 69 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,1,"16","12:00 a 17:59","Tarde","Abril","Sábado","Guatemala","Guatemala","1","Hombre","29","25-29","25-29","25 - 29 ","No ebrio","Mayor","Automóvil","Chevrolet","Rojo","2007","2000-2009","Colisión","2017"
2017,1,"16","12:00 a 17:59","Tarde","Abril","Sábado","Guatemala","Guatemala","1","Hombre","52","50-54","50-54","50 - 54 ","No ebrio","Mayor","Motocicleta","Freedom","Negro","2015","2010-2018","Colisión","2017"
2017,1,"14","12:00 a 17:59","Tarde","Abril","Sábado","Guatemala","Guatemala","18","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Ignorado","Rojo","Ignorado","Ignorado","Colisión","2017"
2017,1,"14","12:00 a 17:59","Tarde","Abril","Sábado","Guatemala","Guatemala","18","Hombre","52","50-54","50-54","50 - 54 ","No ebrio","Mayor","Pick up","Isuzu","Ignorado","1993","1990-1999","Colisión","2017"
2017,1,"2","00:00 a 05:59","Mañana","Abril","Sábado","Guatemala","Guatemala","11","Hombre","38","35-39","35-39","35 - 39 ","No ebrio","Mayor","Automóvil","Kia","Beige","Ignorado","Ignorado","Colisión","2017"
2017,1,"2","00:00 a 05:59","Mañana","Abril","Sábado","Guatemala","Guatemala","11","Hombre","27","25-29","25-29","25 - 29 ","No ebrio","Mayor","Pick up","Toyota","Gris","Ignorado","Ignorado","Colisión","2017"
2017,1,"18","18:00 a 23:59","Noche","Abril","Sábado","Petapa","Guatemala","Ignorada","Hombre","52","50-54","50-54","50 - 54 ","No ebrio","Mayor","Pick up","Toyota","Negro","Ignorado","Ignorado","Colisión","2017"
2017,1,"18","18:00 a 23:59","Noche","Abril","Sábado","Petapa","Guatemala","Ignorada","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Colisión","2017"
2017,1,"11","06:00 a 11:59","Mañana","Abril","Sábado","Escuintla","Escuintla","Ignorada","Hombre","61","60-64","60 y más","60 - 64 ","No ebrio","Mayor","Camioneta","Hyundai","Gris","2003","2000-2009","Colisión","2017"
2017,1,"11","06:00 a 11:59","Mañana","Abril","Sábado","Escuintla","Escuintla","Ignorada","Hombre","24","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colisión","2017"
2017,1,"14","12:00 a 17:59","Tarde","Abril","Sábado","Cuilapa","Santa Rosa","Ignorada","Hombre","36","35-39","35-39","35 - 39 ","No ebrio","Mayor","Camión","Internacional","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,1,"16","12:00 a 17:59","Tarde","Abril","Sábado","San Miguel Panán","Suchitepéquez","Ignorada","Hombre","16","15-19","15-19","15 - 19 ","No ebrio","Menor","Automóvil","Toyota","Azul","2001","2000-2009","Colisión","2017"
2017,1,"16","12:00 a 17:59","Tarde","Abril","Sábado","San Miguel Panán","Suchitepéquez","Ignorada","Hombre","33","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Suzuki","Gris","Ignorado","Ignorado","Colisión","2017"
2017,1,"19","18:00 a 23:59","Noche","Abril","Sábado","La Democracia_duplicated_1312","Huehuetenango","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Suzuki","Gris","Ignorado","Ignorado","Caída","2017"
2017,1,"7","06:00 a 11:59","Mañana","Abril","Sábado","Puerto Barrios","Izabal","Ignorada","Hombre","21","20-24","20-24","20 - 24 ","Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Caída","2017"
2017,1,"9","06:00 a 11:59","Mañana","Abril","Sábado","La Libertad_duplicated_1705","Peten","Ignorada","Hombre","66","65-69","60 y más","65 - 69 ","No ebrio","Mayor","Motocicleta","Jialing","Rojo","Ignorado","Ignorado","Choque","2017"
2017,2,"4","00:00 a 05:59","Mañana","Abril","Domingo","Guatemala","Guatemala","1","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Automóvil","Hyundai","Blanco","2014","2010-2018","Colisión","2017"
2017,2,"4","00:00 a 05:59","Mañana","Abril","Domingo","Guatemala","Guatemala","1","Hombre","23","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Honda","Negro","2013","2010-2018","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","Guatemala","Guatemala","12","Hombre","30","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Freedom","Rojo","2017","2010-2018","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","Guatemala","Guatemala","12","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Mayor","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"8","06:00 a 11:59","Mañana","Abril","Domingo","Guatemala","Guatemala","9","Hombre","31","30-34","30-34","30 - 34 ","No ebrio","Mayor","Camión","Mitsubishi","Blanco","2007","2000-2009","Colisión","2017"
2017,2,"8","06:00 a 11:59","Mañana","Abril","Domingo","Guatemala","Guatemala","9","Hombre","21","20-24","20-24","20 - 24 ","No ebrio","Mayor","Microbús","Mercedes Benz","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,2,"15","12:00 a 17:59","Tarde","Abril","Domingo","Salamá","Baja Verapaz","Ignorada","Hombre","18","15-19","15-19","15 - 19 ","No ebrio","Mayor","Pick up","Mitsubishi","Negro","2012","2010-2018","Colisión","2017"
2017,2,"15","12:00 a 17:59","Tarde","Abril","Domingo","Salamá","Baja Verapaz","Ignorada","Hombre","37","35-39","35-39","35 - 39 ","No ebrio","Mayor","Camión","Jac","Blanco","2017","2010-2018","Colisión","2017"
2017,2,"13","12:00 a 17:59","Tarde","Abril","Domingo","Conguaco","Jutiapa","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","No ebrio","Mayor","Pick up","Toyota","Negro","1992","1990-1999","Vuelco","2017"
2017,2,"15","12:00 a 17:59","Tarde","Abril","Domingo","Tactic","Alta Verapaz","Ignorada","Hombre","21","20-24","20-24","20 - 24 ","Ebrio","Mayor","Motocicleta","Honda","Negro","Ignorado","Ignorado","Choque","2017"
2017,2,"18","18:00 a 23:59","Noche","Abril","Domingo","Chiquimula","Chiquimula","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"18","18:00 a 23:59","Noche","Abril","Domingo","Chiquimula","Chiquimula","Ignorada","Hombre","20","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"5","00:00 a 05:59","Mañana","Abril","Domingo","Barberena","Santa Rosa","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"18","18:00 a 23:59","Noche","Abril","Domingo","Chiquimula","Chiquimula","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"18","18:00 a 23:59","Noche","Abril","Domingo","Poptún","Peten","Ignorada","Hombre","23","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"18","18:00 a 23:59","Noche","Abril","Domingo","Poptún","Peten","Ignorada","Ignorado","23","20-24","20-24","20 - 24 ","No ebrio","Mayor","Camión","Nissan","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"21","18:00 a 23:59","Noche","Abril","Domingo","San Benito","Peten","Ignorada","Hombre","19","15-19","15-19","15 - 19 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"21","18:00 a 23:59","Noche","Abril","Domingo","San Benito","Peten","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"9","06:00 a 11:59","Mañana","Abril","Domingo","Pasaco","Jutiapa","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Caída","2017"
2017,2,"4","00:00 a 05:59","Mañana","Abril","Domingo","Guatemala","Guatemala","17","Hombre","30","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"4","00:00 a 05:59","Mañana","Abril","Domingo","Guatemala","Guatemala","17","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"16","12:00 a 17:59","Tarde","Abril","Domingo","San Pedro Ayampuc","Guatemala","Ignorada","Hombre","27","25-29","25-29","25 - 29 ","No ebrio","Mayor","Moto taxi","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"16","12:00 a 17:59","Tarde","Abril","Domingo","Guatemala","Guatemala","17","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","San Raymundo","Guatemala","Ignorada","Hombre","16","15-19","15-19","15 - 19 ","No ebrio","Menor","Motocicleta","Italika","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","San Raymundo","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Pick up","Ignorado","Negro","Ignorado","Ignorado","Colisión","2017"
2017,2,"20","18:00 a 23:59","Noche","Abril","Domingo","San Raymundo","Guatemala","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"20","18:00 a 23:59","Noche","Abril","Domingo","San Raymundo","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"1","00:00 a 05:59","Mañana","Abril","Domingo","Teculután","Zacapa","Ignorada","Hombre","29","25-29","25-29","25 - 29 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"1","00:00 a 05:59","Mañana","Abril","Domingo","Teculután","Zacapa","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"22","18:00 a 23:59","Noche","Abril","Domingo","Escuintla","Escuintla","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Pick up","Ignorado","Negro","Ignorado","Ignorado","Colisión","2017"
2017,2,"22","18:00 a 23:59","Noche","Abril","Domingo","Escuintla","Escuintla","Ignorada","Hombre","26","25-29","25-29","25 - 29 ","No ebrio","Mayor","Motocicleta","Movesa","Rojo","Ignorado","Ignorado","Colisión","2017"
2017,2,"20","18:00 a 23:59","Noche","Abril","Domingo","Chimaltenango","Chimaltenango","Ignorada","Hombre","20","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"20","18:00 a 23:59","Noche","Abril","Domingo","Chimaltenango","Chimaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","Chinautla","Guatemala","Ignorada","Hombre","26","25-29","25-29","25 - 29 ","No ebrio","Mayor","Motocicleta","Bajaj","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"23","18:00 a 23:59","Noche","Abril","Domingo","Chinautla","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"7","06:00 a 11:59","Mañana","Abril","Domingo","Chimaltenango","Chimaltenango","Ignorada","Hombre","15","15-19","15-19","15 - 19 ","No ebrio","Menor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"7","06:00 a 11:59","Mañana","Abril","Domingo","Chimaltenango","Chimaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"22","18:00 a 23:59","Noche","Abril","Domingo","Guatemala","Guatemala","5","Hombre","67","65-69","60 y más","65 - 69 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"22","18:00 a 23:59","Noche","Abril","Domingo","Guatemala","Guatemala","5","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"1","00:00 a 05:59","Mañana","Abril","Domingo","Petapa","Guatemala","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","No ebrio","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,2,"1","00:00 a 05:59","Mañana","Abril","Domingo","Petapa","Guatemala","Ignorada","Mujer","30","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,3,"9","06:00 a 11:59","Mañana","Abril","Lunes","Guatemala","Guatemala","18","Hombre","32","30-34","30-34","30 - 34 ","No ebrio","Mayor","Camión","Ford","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,3,"9","06:00 a 11:59","Mañana","Abril","Lunes","Guatemala","Guatemala","18","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,3,"4","00:00 a 05:59","Mañana","Abril","Lunes","Palencia","Guatemala","Ignorada","Hombre","48","45-49","45-49","45 - 49 ","Ebrio","Mayor","Motocicleta","Bajaj","Azul","Ignorado","Ignorado","Caída","2017"
2017,3,"23","18:00 a 23:59","Noche","Abril","Lunes","Guatemala","Guatemala","18","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,3,"23","18:00 a 23:59","Noche","Abril","Lunes","Guatemala","Guatemala","18","Hombre","43","40-44","40-44","40 - 44 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,3,"14","12:00 a 17:59","Tarde","Abril","Lunes","Petapa","Guatemala","Ignorada","Hombre","35","35-39","35-39","35 - 39 ","No ebrio","Mayor","Bus urbano","Ignorado","Rojo","Ignorado","Ignorado","Colisión","2017"
2017,3,"14","12:00 a 17:59","Tarde","Abril","Lunes","Petapa","Guatemala","Ignorada","Hombre","23","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Anaranjado","Ignorado","Ignorado","Colisión","2017"
2017,3,"6","06:00 a 11:59","Mañana","Abril","Lunes","Chiquimulilla","Santa Rosa","Ignorada","Hombre","23","20-24","20-24","20 - 24 ","Ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,4,"7","06:00 a 11:59","Mañana","Abril","Martes","Guatemala","Guatemala","1","Mujer","52","50-54","50-54","50 - 54 ","No ebrio","Mayor","Microbús","Honda","Negro","2007","2000-2009","Colisión","2017"
2017,4,"7","06:00 a 11:59","Mañana","Abril","Martes","Guatemala","Guatemala","1","Hombre","64","60-64","60 y más","60 - 64 ","No ebrio","Mayor","Motocicleta","Ignorado","Rojo","2017","2010-2018","Colisión","2017"
2017,4,"5","00:00 a 05:59","Mañana","Abril","Martes","Cobán","Alta Verapaz","Ignorada","Hombre","26","25-29","25-29","25 - 29 ","No ebrio","Mayor","Automóvil","Hyundai","Blanco","2001","2000-2009","Colisión","2017"
2017,4,"5","00:00 a 05:59","Mañana","Abril","Martes","Cobán","Alta Verapaz","Ignorada","Hombre","41","40-44","40-44","40 - 44 ","No ebrio","Mayor","Pick up","Ignorado","Negro","Ignorado","Ignorado","Colisión","2017"
2017,4,"17","12:00 a 17:59","Tarde","Abril","Martes","Guatemala","Guatemala","18","Mujer","48","45-49","45-49","45 - 49 ","No ebrio","Mayor","Automóvil","Toyota","Corinto","2001","2000-2009","Choque","2017"
2017,4,"7","06:00 a 11:59","Mañana","Abril","Martes","Cobán","Alta Verapaz","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","No ebrio","Mayor","Bus urbano","Toyota","Verde","1999","1990-1999","Choque","2017"
2017,4,"14","12:00 a 17:59","Tarde","Abril","Martes","Chimaltenango","Chimaltenango","Ignorada","Hombre","35","35-39","35-39","35 - 39 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"14","12:00 a 17:59","Tarde","Abril","Martes","Chimaltenango","Chimaltenango","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"10","06:00 a 11:59","Mañana","Abril","Martes","Salamá","Baja Verapaz","Ignorada","Hombre","17","15-19","15-19","15 - 19 ","No ebrio","Menor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Guatemala","Guatemala","1","Hombre","64","60-64","60 y más","60 - 64 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Guatemala","Guatemala","1","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Palín","Escuintla","Ignorada","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Cabezal","Freightliner","Negro","1998","1990-1999","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Palín","Escuintla","Ignorada","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Panel","Mitsubishi","Blanco","2007","2000-2009","Colisión","2017"
2017,4,"2","00:00 a 05:59","Mañana","Abril","Martes","Taxisco","Santa Rosa","Ignorada","Hombre","34","30-34","30-34","30 - 34 ","No ebrio","Mayor","Camioneta","Mazda","Azul","2008","2000-2009","Colisión","2017"
2017,4,"2","00:00 a 05:59","Mañana","Abril","Martes","Taxisco","Santa Rosa","Ignorada","Mujer","30","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Yamaha","Azul","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Retalhuleu","Retalhuleu","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","No ebrio","Mayor","Motocicleta","Suzuki","Negro","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Retalhuleu","Retalhuleu","Ignorada","Hombre","35","35-39","35-39","35 - 39 ","Ebrio","Mayor","Ignorado","Suzuki","Rojo","Ignorado","Ignorado","Colisión","2017"
2017,4,"15","12:00 a 17:59","Tarde","Abril","Martes","Retalhuleu","Retalhuleu","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Cabezal","Freightliner","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,4,"15","12:00 a 17:59","Tarde","Abril","Martes","Retalhuleu","Retalhuleu","Ignorada","Hombre","38","35-39","35-39","35 - 39 ","Ignorado","Mayor","Cabezal","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"15","12:00 a 17:59","Tarde","Abril","Martes","Retalhuleu","Retalhuleu","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Cabezal","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"13","12:00 a 17:59","Tarde","Abril","Martes","San Pedro Necta","Huehuetenango","Ignorada","Hombre","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Mayor","Camión","Mercedes Benz","Blanco","Ignorado","Ignorado","Caída","2017"
2017,4,"12","12:00 a 17:59","Tarde","Abril","Martes","Santa Cruz del Quiché","Quiche","Ignorada","Hombre","41","40-44","40-44","40 - 44 ","Ignorado","Mayor","Automóvil","Ignorado","Verde","Ignorado","Ignorado","Colisión","2017"
2017,4,"12","12:00 a 17:59","Tarde","Abril","Martes","Santa Cruz del Quiché","Quiche","Ignorada","Hombre","60","60-64","60 y más","60 - 64 ","Ignorado","Mayor","Microbús","Hyundai","Verde","2009","2000-2009","Colisión","2017"
2017,4,"23","18:00 a 23:59","Noche","Abril","Martes","Guatemala","Guatemala","18","Hombre","28","25-29","25-29","25 - 29 ","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"23","18:00 a 23:59","Noche","Abril","Martes","Guatemala","Guatemala","18","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Guatemala","Guatemala","2","Hombre","25","25-29","25-29","25 - 29 ","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Colisión","2017"
2017,4,"0","00:00 a 05:59","Mañana","Abril","Martes","Guatemala","Guatemala","2","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Automóvil","Ignorado","Blanco","Ignorado","Ignorado","Colisión","2017"
2017,5,"14","12:00 a 17:59","Tarde","Abril","Miércoles","Guatemala","Guatemala","18","Hombre","42","40-44","40-44","40 - 44 ","Ignorado","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Choque","2017"
2017,5,"13","12:00 a 17:59","Tarde","Abril","Miércoles","San Pedro Ayampuc","Guatemala","Ignorada","Hombre","17","15-19","15-19","15 - 19 ","No ebrio","Menor","Automóvil","Honda","Blanco","1996","1990-1999","Choque","2017"
2017,5,"4","00:00 a 05:59","Mañana","Abril","Miércoles","Petapa","Guatemala","Ignorada","Hombre","32","30-34","30-34","30 - 34 ","Ignorado","Mayor","Automóvil","Mazda","Gris","Ignorado","Ignorado","Choque","2017"
2017,5,"19","18:00 a 23:59","Noche","Abril","Miércoles","Escuintla","Escuintla","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Jialing","Negro","Ignorado","Ignorado","Choque","2017"
2017,5,"22","18:00 a 23:59","Noche","Abril","Miércoles","Palín","Escuintla","Ignorada","Hombre","35","35-39","35-39","35 - 39 ","Ebrio","Mayor","Automóvil","Mitsubishi","Negro","Ignorado","Ignorado","Choque","2017"
2017,5,"6","06:00 a 11:59","Mañana","Abril","Miércoles","Cuilapa","Santa Rosa","Ignorada","Ignorado","Ignorada","Ignorado","Ignorado","Ignorado ","Ignorado","Ignorado","Cabezal","Freightliner","Blanco","1999","1990-1999","Colisión","2017"
2017,5,"6","06:00 a 11:59","Mañana","Abril","Miércoles","Cuilapa","Santa Rosa","Ignorada","Hombre","28","25-29","25-29","25 - 29 ","Ignorado","Mayor","Motocicleta","Bajaj","Blanco","1999","1990-1999","Colisión","2017"
2017,5,"23","18:00 a 23:59","Noche","Abril","Miércoles","Chiquimulilla","Santa Rosa","Ignorada","Hombre","22","20-24","20-24","20 - 24 ","No ebrio","Mayor","Motocicleta","Ignorado","Ignorado","Ignorado","Ignorado","Caída","2017"
2017,5,"6","06:00 a 11:59","Mañana","Abril","Miércoles","Malacatancito","Huehuetenango","Ignorada","Hombre","45","45-49","45-49","45 - 49 ","No ebrio","Mayor","Pick up","Toyota","Gris","2013","2010-2018","Colisión","2017"
2017,5,"6","06:00 a 11:59","Mañana","Abril","Miércoles","Malacatancito","Huehuetenango","Ignorada","Hombre","48","45-49","45-49","45 - 49 ","Ignorado","Mayor","Motocicleta","Toyota","Gris","2013","2010-2018","Colisión","2017"
2017,5,"12","12:00 a 17:59","Tarde","Abril","Miércoles","Puerto Barrios","Izabal","Ignorada","Hombre","19","15-19","15-19","15 - 19 ","Ignorado","Mayor","Camioneta","Hyundai","Morado","Ignorado","Ignorado","Colisión","2017"
2017,5,"12","12:00 a 17:59","Tarde","Abril","Miércoles","Puerto Barrios","Izabal","Ignorada","Hombre","40","40-44","40-44","40 - 44 ","Ignorado","Mayor","Motocicleta","Ignorado","Negro","Ignorado","Ignorado","Colisión","2017"
2017,5,"6","06:00 a 11:59","Mañana","Abril","Miércoles","Flores","Peten","Ignorada","Hombre","17","15-19","15-19","15 - 19 ","No ebrio","Menor","Motocicleta","Bajaj","Rojo","Ignorado","Ignorado","Caída","2017"
2017,6,"20","18:00 a 23:59","Noche","Abril","Jueves","Guatemala","Guatemala","18","Hombre","19","15-19","15-19","15 - 19 ","No ebrio","Mayor","Motocicleta","Italika","Negro","2017","2010-2018","Colisión","2017"
